ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Sep 2026,Zeal Rewards,Zeal Rewards,United Kingdom,Middle East,Software & IT services,n/a,New Funding/Resour…,$10.00m,-
2,Sep 2026,Berna Medicamen…,Berna Medicamen…,Mexico,Egypt,Pharmaceuticals,n/a,New Investment Stra…,-,-
3,Sep 2026,Arc Ride,Arc Ride,Kenya,South Africa,Electronic components,n/a,New Funding/Resour…,$33.30m,-
4,Sep 2026,Oracle,Oracle,United States,Middle East,Communications,ICT & Internet Infra…,New Investment Stra…,-,-
5,Sep 2026,ChipMango,ChipMango,United States,United States,Semiconductors,n/a,New Funding/Resour…,$1.90m,-
6,Sep 2026,CoinDCX,BitOasis,India,Middle East,Software & IT services,n/a,New Investment Stra…,-,-
7,Sep 2026,COFE Tech,COFE Tech,UAE,Saudi Arabia,Software & IT services,n/a,New Funding/Resour…,-,-
8,Sep 2026,Churn Solution,Churn Solution,United States,Middle East,Software & IT services,n/a,New Funding/Resour…,-,-
9,Sep 2026,PT Telekomunika…,PT Telekomunika…,Indonesia,Latin America & C…,Communications,n/a,New Investment Stra…,-,-
10,Aug 2026,Kita Technologies,Kita Technologies,United States,United States,Software & IT services,n/a,New Funding/Resour…,$4.50m,-
11,Aug 2026,MeTL Group,MeTL Group,Tanzania,Mozambique,Chemicals,"Logistics, Distribu…",Considering Projec…,-,$250.00m
12,Aug 2026,Turkish Petroleu…,Turkish Petroleu…,Turkey,Asia-Pacific,"Coal, oil & gas",Extraction,New Investment Stra…,-,-
13,Aug 2026,TurnStay,TurnStay,South Africa,Kenya,Software & IT services,n/a,New Investment Stra…,-,-
14,Aug 2026,BlueFlag Security,BlueFlag Security,United States,United States,Software & IT services,n/a,New Funding/Resour…,$28.00m,-
15,Aug 2026,Naran,Naran,UAE,Colombia,Financial services,n/a,New Funding/Resour…,$10.00m,-
