ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Oct 2015,A15,A15,Egypt,Africa,Software & IT serv...,n/a,New Investment Stra...,-,-
2,Oct 2015,JPMorgan Chase ...,JPMorgan Chase ...,United States,Africa,Financial services,Business Services,Considering Project (...,-,-
3,Oct 2015,Attune Technologi...,Attune Technologi...,Singapore,Asia-Pacific,Software & IT serv...,n/a,New Funding/Resour...,-,-
4,Oct 2015,Skyline Worldwide,Skyline Worldwide,United Kingdom,Africa,Hotels & tourism,n/a,New Investment Stra...,-,-
5,Oct 2015,Ryco Hydraulics,Ryco Hydraulics,Australia,Nigeria,Industrial equipme...,n/a,New Investment Stra...,-,-
6,Oct 2015,Afrostream,Afrostream,France,Latin America & C...,Communications,n/a,New Funding/Resour...,-,-
7,Oct 2015,Dangote Group,Dangote Group,Nigeria,Zimbabwe,"Coal, oil & gas",Electricity,Considering Project (...,-,-
8,Oct 2015,Momentum Metro...,Momentum Metro...,South Africa,Africa,Financial services,n/a,New Investment Stra...,-,-
9,Oct 2015,Dow Chemical,Dow Chemical,United States,Africa,Chemicals,n/a,New Investment Stra...,-,-
10,Oct 2015,Essel Group,EPL (Essel Propac...,India,Latin America & C...,Plastics,n/a,New Investment Stra...,-,-
11,Sep 2015,New India Assura...,New India Assura...,India,Asia-Pacific,Financial services,n/a,New Investment Stra...,-,-
12,Sep 2015,Social Tables,Social Tables,United States,Asia-Pacific,Software & IT serv...,n/a,New Investment Stra...,-,-
13,Sep 2015,Electricite de Fra...,Electricite de Fra...,France,Latin America & C...,Renewable energy,n/a,New Investment Stra...,-,-
14,Sep 2015,Petronas,Engen,Malaysia,Africa,"Coal, oil & gas",Retail,New Investment Stra...,-,-
15,Sep 2015,Landmark Group,Home Centre Int...,UAE,Asia-Pacific,Consumer products,Retail,Considering Project (...,-,-
