ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Aug 2023,Vendease,Vendease,Nigeria,Middle East,Food and Beverages,n/a,New Investment Stra...,-,-
2,Jul 2023,Obscure Technolo...,Obscure Technolo...,South Africa,Africa,Software & IT services,n/a,New Investment Stra...,-,-
3,Jul 2023,MyCover.ai,MyCover.ai,Nigeria,Africa,Software & IT services,n/a,New Funding/Resour...,$1.25m,-
4,Jul 2023,Queue Associates,Queue Associates,United States,Asia-Pacific,Software & IT services,Business Services,Considering Project (...,-,-
5,Jul 2023,Kasha,Kasha,Kenya,Africa,Consumer products,n/a,New Funding/Resour...,$21.00m,-
6,Jul 2023,DO Agency,DO Agency,Australia,United Kingdom,Business services,Business Services,Considering Projec...,-,-
7,Jul 2023,Facia,Facia,United Kingdom,North America,Software & IT services,n/a,New Funding/Resour...,$1.20m,-
8,Jul 2023,"Propel, LDA (Prop...","Propel, LDA (Prop...",Germany,Africa,Software & IT services,n/a,New Funding/Resour...,$2.80m,-
9,Jul 2023,Shardeum,Shardeum,Switzerland,United States,Software & IT services,n/a,New Funding/Resour...,$5.40m,-
10,Jul 2023,CleverTap,CleverTap,United States,India,Software & IT services,n/a,New Investment Stra...,-,-
11,Jul 2023,Onda,Onda,South Korea,Middle East,Software & IT services,n/a,New Investment Stra...,-,-
12,Jul 2023,Smurfit Westrock...,Smurfit Westrock...,Ireland,Africa,"Paper, printing & pac...",n/a,New Investment Stra...,-,-
13,Jul 2023,InfiniteUp (Doer),InfiniteUp (Doer),Canada,Kenya,Software & IT services,n/a,New Funding/Resour...,$0.15m,-
14,Jul 2023,Cundall,Cundall,United Kingdom,Saudi Arabia,Business services,n/a,New Investment Stra...,-,-
15,Jul 2023,SupplyNote,SupplyNote,India,Asia-Pacific,Software & IT services,n/a,New Funding/Resour...,$2.25m,-
