ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Jul 2011,Bumi Armada,Bumi Armada,Malaysia,Latin America & C...,Non-automotive tr...,Unspecified,New Funding/Resour...,-,-
2,Jul 2011,Spar,Spar,Netherlands,Africa,Food and Beverages,"Logistics, Distribu...",Considering Projec...,-,-
3,Jul 2011,TMS International,Tube City IMS Mi...,United States,Middle East,Metals,Recycling,New Overseas Suppli...,-,-
4,Jul 2011,Corporation Bank,Corporation Bank,India,Malaysia,Financial services,Business Services,Considering Project (...,-,-
5,Jul 2011,OpenX,OpenX,United States,Middle East,Software & IT serv...,Unspecified,New Personnel,-,-
6,Jul 2011,DEVK Group,Echo Reinsurance,Germany,Africa,Financial services,n/a,New Investment Stra...,-,-
7,Jul 2011,Koc Holding,Beko (Arcelik),Turkey,Asia-Pacific,Consumer electron...,Manufacturing,Considering Projec...,-,-
8,Jul 2011,Orascom Constru...,Orascom Constru...,Egypt,Latin America & C...,Chemicals,n/a,New Funding/Resour...,-,-
9,Jul 2011,Larsen & Toubro ...,Larsen & Toubro ...,India,Asia-Pacific,Industrial equipme...,Unspecified,New Investment Stra...,-,-
10,Jul 2011,3i,3i,United Kingdom,Africa,Financial services,Unspecified,New Investment Stra...,-,-
11,Jul 2011,PetroSA,PetroSA,South Africa,Africa,"Coal, oil & gas",Extraction,Considering Project (...,-,-
12,Jul 2011,Korea National Oi...,Korea National Oi...,South Korea,Africa,"Coal, oil & gas",Extraction,Considering Project (...,-,-
13,Jul 2011,Cameco,Cameco,Canada,Africa,Metals,Extraction,Considering Project (...,-,-
14,Jul 2011,British American ...,British American ...,Mauritius,Uganda,Financial services,"Sales, Marketing ...",Considering Projec...,-,-
15,Jul 2011,Rosewood Hotels ...,Rosewood Hotels ...,United States,Asia-Pacific,Hotels & tourism,Unspecified,New Personnel,-,-
