ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Mar 2016,Uber Technologies,Uber Technologies,United States,Ghana,Software & IT serv...,n/a,New Investment Stra...,-,-
2,Mar 2016,FirstRand,FirstRand,South Africa,Africa,Financial services,n/a,New Investment Stra...,-,-
3,Mar 2016,Crescent Group,Gulftainer,UAE,Asia-Pacific,Transportation & ...,"Logistics, Distributio...",Considering Project (...,-,-
4,Mar 2016,Arab Contractors,Arab Contractors,Egypt,Zambia,Business services,n/a,New Investment Stra...,-,-
5,Mar 2016,Ubipharm Group,Ubipharm Group,France,Africa,Pharmaceuticals,n/a,New Funding/Resour...,-,-
6,Mar 2016,GlobalReach Tech...,GlobalReach Tech...,United Kingdom,Latin America & C...,Software & IT serv...,n/a,New Funding/Resour...,-,-
7,Mar 2016,WE Communicati...,WE Communicati...,United States,Asia-Pacific,Business services,n/a,New Personnel,-,-
8,Mar 2016,Global Supply Sol...,Global Supply Sol...,Kenya,Costa Rica,Renewable energy,n/a,New Investment Stra...,-,-
9,Mar 2016,Oasis Investment...,Leminar Air Cond...,UAE,Africa,Industrial equipme...,n/a,New Investment Stra...,-,-
10,Mar 2016,Jumia,Jumia,Nigeria,Africa,Consumer products,n/a,New Funding/Resour...,-,-
11,Mar 2016,Toyota Motor,Toyota Tsusho,Japan,Tanzania,Biotechnology,Manufacturing,Considering Project (...,-,-
12,Mar 2016,Nestle,Nestle,Switzerland,Egypt,Food and Beverages,n/a,New Investment Stra...,-,$127.78m
13,Mar 2016,CB Richard Ellis (...,CB Richard Ellis (...,United States,Middle East,Real estate,n/a,New Personnel,-,-
14,Feb 2016,Stackla,Stackla,United States,North America,Software & IT serv...,n/a,New Funding/Resour...,-,-
15,Feb 2016,Ninogas,Ninogas,United Kingdom,Nigeria,"Coal, oil & gas",n/a,New Investment Stra...,-,-
