ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Nov 2021,AFEX,AFEX,Nigeria,Ghana,Financial services,n/a,Considering Project (...,-,-
2,Nov 2021,Alliance Abroad G...,Alliance Abroad G...,United States,United States,Business services,n/a,New Investment Stra...,-,-
3,Nov 2021,Hakbah,Hakbah,Saudi Arabia,Middle East,Software & IT services,n/a,New Funding/Resour...,-,-
4,Nov 2021,Glamera,Glamera,Egypt,Saudi Arabia,Software & IT services,n/a,New Funding/Resour...,-,-
5,Nov 2021,Gaga (Gaga App),Gaga (Gaga App),Saudi Arabia,Middle East,Software & IT services,n/a,New Funding/Resour...,-,-
6,Nov 2021,Dawafast,Dawafast,Saudi Arabia,Middle East,Consumer products,n/a,New Funding/Resour...,-,-
7,Nov 2021,Autobia,Autobia,Saudi Arabia,Middle East,Software & IT services,n/a,New Funding/Resour...,-,-
8,Nov 2021,AIGooru,AIGooru,Saudi Arabia,Middle East,Software & IT services,n/a,New Funding/Resour...,-,-
9,Nov 2021,Yassir,Yassir,Algeria,Africa,Software & IT services,n/a,New Funding/Resour...,$30.00m,-
10,Nov 2021,OnePipe,OnePipe,Nigeria,Africa,Software & IT services,n/a,New Funding/Resour...,$3.50m,-
11,Nov 2021,Mainstream Rene...,Mainstream Rene...,Ireland,Latin America & C...,Renewable energy,n/a,New Funding/Resour...,$90.00m,-
12,Nov 2021,Sabi Am,Sabi Am,Nigeria,Kenya,Software & IT services,n/a,New Funding/Resour...,$6.00m,-
13,Nov 2021,Zoomcar,Zoomcar,India,Asia-Pacific,Automotive OEM,n/a,New Funding/Resour...,$92.00m,-
14,Nov 2021,Thunes,Thunes,Singapore,China,Software & IT services,n/a,New Investment Stra...,-,-
15,Nov 2021,West Indian Ocea...,West Indian Ocea...,Mauritius,Africa,Communications,ICT & Internet Infra...,Considering Projec...,$200.00m,-
