ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Feb 2011,Redflex,Redflex Traffic Sy...,Australia,Asia-Pacific,Electronic compon...,Unspecified,New Investment S...,-,-
2,Feb 2011,China CNR Corpo...,China CNR Corpo...,China,South Africa,Non-automotive tr...,Manufacturing,New Overseas Suppli...,-,-
3,Feb 2011,MarketShare Part...,MarketShare Part...,United States,Asia-Pacific,Software & IT serv...,Unspecified,New Personnel,-,-
4,Feb 2011,Barclays Bank,ABSA,United Kingdom,Angola,Financial services,Unspecified,New Investment Stra...,-,-
5,Feb 2011,RADCOM,RADCOM,Israel,Africa,Software & IT serv...,Unspecified,New Investment S...,-,-
6,Feb 2011,Admiral Overseas...,Admiral Overseas...,Taiwan,Asia-Pacific,Business machines...,Unspecified,New Investment S...,-,-
7,Feb 2011,Eni SpA,Eni SpA,Italy,Tunisia,"Coal, oil & gas",n/a,New Investment Stra...,-,$500.00m
8,Feb 2011,Bloomberg,Bloomberg,United States,Asia-Pacific,Business services,Unspecified,New Investment Stra...,-,-
9,Feb 2011,JPMorgan Chase ...,JP Morgan Asset ...,United States,Middle East,Financial services,Unspecified,New Personnel,-,-
10,Feb 2011,Stratex Internati...,Stratex Internati...,United Kingdom,Turkey,Metals,Unspecified,New Funding/Resour...,-,-
11,Feb 2011,Sonicwall,Sonicwall,United States,Middle East,Software & IT serv...,Unspecified,New Investment Stra...,-,-
12,Feb 2011,Korea Exchange ...,Korea Exchange ...,South Korea,Asia-Pacific,Financial services,Unspecified,New Investment Stra...,-,-
13,Feb 2011,Ausdrill,Ausdrill,Australia,Zambia,Metals,Unspecified,New Overseas Suppli...,-,-
14,Feb 2011,Metaswitch Netw...,Metaswitch Netw...,United Kingdom,Middle East,Communications,Unspecified,New Personnel,-,-
15,Feb 2011,Vovici,Vovici,United States,Middle East,Software & IT serv...,Unspecified,New Personnel,-,-
