ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Sep 2022,Standard Bank G...,Standard Bank G...,South Africa,Morocco,Financial services,n/a,New Investment Stra...,-,-
2,Sep 2022,SweepSouth,SweepSouth,South Africa,Africa,Business services,n/a,New Funding/Resour...,$11.00m,-
3,Sep 2022,Pax8,Pax8,United States,Middle East,Software & IT services,n/a,New Investment Stra...,-,-
4,Sep 2022,Remedial Health,Remedial Health,United States,Nigeria,Pharmaceuticals,n/a,New Funding/Resour...,$4.40m,-
5,Sep 2022,Yellow Card Finan...,Yellow Card Finan...,United States,Africa,Software & IT services,n/a,New Funding/Resour...,$40.00m,-
6,Sep 2022,QZ Asset Manage...,QZ Asset Manage...,China,Nigeria,Financial services,Business Services,Considering Project (...,-,-
7,Sep 2022,MVP Match,MVP Match,Germany,Africa,Business services,n/a,Considering Projec...,$4.96m,-
8,Sep 2022,Value Space,Value Space,United Kingdom,North America,Real estate,n/a,New Funding/Resour...,$4.50m,-
9,Sep 2022,Exxon Mobil,Exxon Mobil,United States,Middle East,"Coal, oil & gas",Extraction,New Investment Stra...,-,-
10,Sep 2022,Litmus Automation,Litmus Automation,United States,Asia-Pacific,Software & IT services,n/a,New Funding/Resour...,$30.00m,-
11,Sep 2022,Arctic Wolf Netwo...,Arctic Wolf Netwo...,United States,Middle East,Software & IT services,n/a,Considering Project (...,$150.00m,-
12,Sep 2022,Bitmama,Bitmama,United States,Africa,Software & IT services,n/a,New Funding/Resour...,$1.65m,-
13,Sep 2022,Tuned Global,Tuned Global,Australia,Middle East,Software & IT services,n/a,New Personnel,-,-
14,Sep 2022,Zipline,Zipline,United States,United States,Transportation & War...,n/a,New Investment S...,-,-
15,Sep 2022,Jakson Group,Jakson Green,India,Asia-Pacific,Renewable energy,Electricity,Considering Projec...,-,-
