ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Oct 2023,Siam Cement,SCG International,Thailand,Asia-Pacific,Building materials,n/a,New Investment Stra...,-,-
2,Oct 2023,Diageo,Diageo,United Kingdom,Africa,Food and Beverages,"Sales, Marketing & ...",Considering Project (...,-,-
3,Oct 2023,Zest Equity,Zest Equity,UAE,Turkey,Software & IT services,n/a,New Funding/Resour...,$3.80m,-
4,Oct 2023,Intella,Intella,Saudi Arabia,Middle East,Software & IT services,n/a,New Funding/Resour...,-,-
5,Oct 2023,Peach Payments,Peach Payments,South Africa,Kenya,Software & IT services,n/a,New Funding/Resour...,$30.00m,-
6,Oct 2023,Red Rocket Energy,Red Rocket Energy,South Africa,Africa,Renewable energy,n/a,New Funding/Resour...,$160.00m,-
7,Oct 2023,Nardello & Co,Nardello & Co,United States,Middle East,Business services,n/a,New Investment Stra...,-,-
8,Sep 2023,Rotana Hotels,Rotana Hotels,UAE,Middle East,Hotels & tourism,Construction,Considering Project (...,-,-
9,Sep 2023,Project Cypher (C...,Project Cypher (C...,UAE,Middle East,Software & IT services,n/a,New Funding/Resour...,$0.75m,-
10,Sep 2023,Fixit45,Fixit45,Nigeria,Kenya,Automotive OEM,n/a,New Funding/Resour...,$1.90m,-
11,Sep 2023,EquityList,EquityList,India,Asia-Pacific,Software & IT services,n/a,New Funding/Resour...,$2.20m,-
12,Sep 2023,Aurassure,Aurassure,India,United States,Software & IT services,n/a,New Funding/Resour...,$0.48m,-
13,Sep 2023,Ariika,Ariika,Egypt,Saudi Arabia,Consumer products,n/a,New Funding/Resour...,-,-
14,Sep 2023,Fuze Finance,Fuze Finance,UAE,Middle East,Software & IT services,n/a,New Funding/Resour...,$14.00m,-
15,Sep 2023,Complete Farmer,Complete Farmer,Ghana,Togo,Software & IT services,n/a,New Funding/Resour...,$10.40m,-
