ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Nov 2022,MoneyFellows,MoneyFellows,Egypt,Pakistan,Financial services,n/a,New Funding/Resour...,$31.00m,-
2,Nov 2022,Ektimal,Ektimal,Saudi Arabia,Bahrain,Leisure & entertainm...,Retail,Considering Projec...,-,-
3,Oct 2022,EasyCep,EasyCep,Turkey,Asia-Pacific,Consumer electronics,n/a,New Investment Stra...,-,-
4,Oct 2022,Tachyon,Tachyon,Saudi Arabia,Bahrain,Software & IT services,n/a,New Funding/Resour...,$1.60m,-
5,Oct 2022,ShaQ Express,ShaQ Express,Ghana,Nigeria,Transportation & War...,n/a,New Investment Stra...,-,-
6,Oct 2022,ACWA Power,ACWA Power,Saudi Arabia,South Africa,Renewable energy,n/a,New Investment Stra...,-,$10.00bn
7,Oct 2022,MaxAB,MaxAB,Egypt,Pakistan,Food and Beverages,n/a,New Funding/Resour...,$40.00m,-
8,Oct 2022,Bumpa,Bumpa,Nigeria,Africa,Software & IT services,n/a,New Funding/Resour...,$4.00m,-
9,Oct 2022,Maplerad,Maplerad,Nigeria,Africa,Software & IT services,n/a,New Funding/Resour...,$6.00m,-
10,Oct 2022,BitSight Technolo...,BitSight Technolo...,United States,Middle East,Software & IT services,n/a,New Investment Stra...,-,-
11,Oct 2022,Almacena,Almacena,Netherlands,Latin America & C...,Food and Beverages,n/a,New Funding/Resour...,$3.42m,-
12,Oct 2022,Vezeeta,Vezeeta,UAE,Middle East,Software & IT services,n/a,New Funding/Resour...,-,-
13,Oct 2022,Glamera,Glamera,Egypt,Middle East,Software & IT services,n/a,New Funding/Resour...,$1.30m,-
14,Oct 2022,Isupply (i'SUPPLY),Isupply (i'SUPPLY),Egypt,Middle East,Software & IT services,n/a,New Funding/Reso...,$1.50m,-
15,Oct 2022,YAP Payment Ser...,YAP Payment Ser...,UAE,Ghana,Software & IT services,n/a,New Investment Stra...,-,-
