ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Mar 2020,SNOWPLUS,SNOWPLUS,China,Asia-Pacific,Consumer electronics,n/a,New Funding/Resour...,$125.00m,-
2,Mar 2020,Daniel J Edelman...,Daniel J Edelman...,United States,Nigeria,Business services,n/a,New Investment Stra...,-,-
3,Mar 2020,Field Intelligence ...,Field Intelligence ...,Nigeria,Nigeria,Software & IT services,n/a,New Funding/Resour...,$3.60m,-
4,Mar 2020,Access Bank,Access Bank,Nigeria,Africa,Financial services,n/a,New Investment Stra...,-,-
5,Mar 2020,Fuzu,Fuzu,Finland,Africa,Software & IT services,n/a,New Funding/Resour...,$3.86m,-
6,Mar 2020,Breadfast,Breadfast,Egypt,Turkey,Food and Beverages,n/a,New Funding/Resour...,-,-
7,Mar 2020,IHH Healthcare,IHH Healthcare,Malaysia,Asia-Pacific,Healthcare,n/a,New Investment Stra...,-,-
8,Mar 2020,Rewe,Commercetools,Germany,North America,Software & IT services,n/a,New Investment Stra...,-,-
9,Mar 2020,Talents Arena,Talents Arena,Egypt,Kenya,Software & IT services,n/a,New Funding/Resour...,-,-
10,Mar 2020,SkyX,SkyX,Canada,Asia-Pacific,Aerospace,n/a,New Funding/Resour...,-,-
11,Mar 2020,Beltone Financial,Beltone Financial,Egypt,Bahrain,Financial services,n/a,New Investment Stra...,-,-
12,Mar 2020,Tricog Health,Tricog Health,India,Japan,Medical devices,n/a,New Funding/Resour...,$10.50m,-
13,Feb 2020,Jumo.World,Jumo.World,South Africa,Asia-Pacific,Software & IT services,n/a,New Funding/Resour...,$55.00m,-
14,Feb 2020,KWIKS Sourcing,KWIKS Sourcing,Morocco,Africa,Software & IT services,n/a,New Funding/Resour...,-,-
15,Feb 2020,Wasoko (Sokowat...,Wasoko (Sokowat...,United States,Africa,Transportation & War...,n/a,New Funding/Resour...,$14.00m,-
