ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Jan 2012,Zensar Technolog...,Zensar Technolog...,India,Latin America & C...,Software & IT serv...,Research & Devel...,Considering Projec...,-,-
2,Jan 2012,Korea National Oi...,Dana Petroleum ...,South Korea,Africa,"Coal, oil & gas",Unspecified,New Investment Stra...,-,-
3,Jan 2012,New Hope Group ...,New Hope Group ...,China,Latin America & C...,Food and Beverages,Manufacturing,Considering Projec...,-,-
4,Jan 2012,Marubeni,Marubeni,Japan,Latin America & C...,Food and Beverages,Unspecified,New Investment Stra...,-,-
5,Jan 2012,Vneshtorgbank (...,VTB Capital,Russia,Middle East,Financial services,Unspecified,New Personnel,-,-
6,Jan 2012,Vserv.mobi. (Vse...,Vserv.mobi. (Vse...,India,Asia-Pacific,Software & IT serv...,Unspecified,Considering Projec...,-,-
7,Jan 2012,Anpario (Kiotech ...,Optivite,United Kingdom,Saudi Arabia,Food and Beverages,n/a,New Overseas Suppli...,-,-
8,Jan 2012,Wijaya Karya (Wi...,Wijaya Karya (Wi...,Indonesia,Asia-Pacific,Industrial equipme...,Unspecified,New Investment Stra...,-,-
9,Jan 2012,Bakrie & Brothers,Bakrie & Brothers,Indonesia,Nigeria,"Coal, oil & gas",n/a,New Investment Stra...,-,$960.00m
10,Jan 2012,Sharp,Sharp,Japan,Asia-Pacific,Consumer electron...,n/a,New Investment Stra...,-,-
11,Jan 2012,Rubble Master,Rubble Master,Austria,Latin America & C...,Industrial equipme...,Unspecified,New Investment Stra...,-,-
12,Jan 2012,Senaat General H...,National Petroleu...,UAE,Asia-Pacific,Business services,Unspecified,New Investment Stra...,-,-
13,Jan 2012,Aujan Industries,Aujan Industries,Saudi Arabia,Africa,Food and Beverages,Manufacturing,Considering Projec...,-,-
14,Dec 2011,M A Kharafi & Sons,Kharafi National,Kuwait,Middle East,Industrial equipme...,Unspecified,New Funding/Resour...,-,$100.00m
15,Dec 2011,IQNavigator,IQNavigator,United States,Asia-Pacific,Software & IT serv...,Unspecified,New Investment Stra...,-,-
