ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Jul 2010,Escorts Group,Escorts Group,India,Africa,Industrial equipment,"Sales, Marketing & ...",Considering Projec...,-,-
2,Jul 2010,Odfjell Drilling (O...,Odfjell Drilling (O...,Norway,Tanzania,"Coal, oil & gas",Extraction,New Overseas Suppli...,-,-
3,Jul 2010,STX Corporation,STX Corporation,South Korea,Libya,Non-automotive tran...,Manufacturing,New Overseas Suppli...,-,-
4,Jul 2010,Standard Charter...,Standard Charter...,United Kingdom,Nigeria,Financial services,Business Services,New Investment Stra...,-,-
5,Jul 2010,Darvesh,Darvesh,UAE,Africa,Building materials,n/a,New Investment Stra...,-,-
6,Jul 2010,fibo intercon,fibo intercon,Denmark,Middle East,Industrial equipment,"Sales, Marketing & ...",New Investment Stra...,-,-
7,Jul 2010,Nestle,Nestle,Switzerland,Africa,Food and Beverages,n/a,Considering Project (...,-,-
8,Jul 2010,Alliance Business ...,Alliance Business ...,United States,Middle East,Real estate,Business Services,New Investment S...,-,-
9,Jul 2010,Mobiserve,Mobiserve,Egypt,Middle East,Communications,"Sales, Marketing & ...",Considering Projec...,-,-
10,Jun 2010,Joyent,Joyent,United States,Middle East,Software & IT services,n/a,New Personnel,-,-
11,Jun 2010,Statkraft,Statkraft,Norway,Latin America & C...,Renewable energy,n/a,New Investment Stra...,-,-
12,Jun 2010,Piper Aircraft,Piper Aircraft,United States,Latin America & C...,Aerospace,"Sales, Marketing & ...",Considering Project (...,-,-
13,Jun 2010,Fastrack Commu...,Fastrack Commu...,India,Latin America & C...,Communications,n/a,New Funding/Reso...,-,-
14,Jun 2010,Tata Group,Tata Motors,India,Latin America & C...,Automotive compo...,n/a,New Funding/Resour...,-,-
15,Jun 2010,InetSoft Technolo...,InetSoft Technolo...,United States,Middle East,Software & IT services,n/a,New Personnel,-,-
