ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Mar 2021,ClearGlass,ClearGlass,United Kingdom,Africa,Financial services,n/a,New Funding/Resour...,$3.60m,-
2,Mar 2021,Yugabyte,Yugabyte,United States,Asia-Pacific,Software & IT services,n/a,New Funding/Resour...,$48.00m,-
3,Mar 2021,Bolt (Taxify),Bolt (Taxify),Estonia,Africa,Software & IT services,n/a,New Funding/Resour...,$24.07m,-
4,Mar 2021,Stitch,Stitch,South Africa,Africa,Software & IT services,n/a,New Funding/Resour...,$4.00m,-
5,Mar 2021,Webb Fontaine,Webb Fontaine,UAE,Nigeria,Software & IT services,Research & Develop...,Considering Project (...,-,-
6,Mar 2021,Teraco Data Envir...,Teraco Data Envir...,South Africa,Nigeria,Communications,ICT & Internet Infra...,Considering Project (...,-,-
7,Mar 2021,Scotgrip Internati...,Scotgrip Internati...,United Kingdom,Asia-Pacific,Textiles,n/a,New Funding/Resour...,-,-
8,Mar 2021,Shanghai Jin Jian...,Radisson Hospital...,China,Nigeria,Hotels & tourism,Construction,Considering Project (...,-,-
9,Mar 2021,ImaliPay,ImaliPay,Kenya,Nigeria,Software & IT services,n/a,New Funding/Resour...,-,-
10,Feb 2021,Raena,Raena,Singapore,Indonesia,Software & IT services,n/a,New Funding/Resour...,$9.00m,-
11,Feb 2021,Econet Global,Liquid Intelligent ...,Mauritius,Africa,Communications,n/a,New Funding/Resour...,-,-
12,Feb 2021,PerimeterX,PerimeterX,United States,Asia-Pacific,Software & IT services,n/a,New Funding/Resour...,$57.00m,-
13,Feb 2021,Tarabut Gateway,Tarabut Gateway,Bahrain,Middle East,Software & IT services,n/a,New Funding/Resour...,$13.00m,-
14,Feb 2021,Highspot,Highspot,United States,France,Software & IT services,n/a,New Funding/Resour...,$200.00m,-
15,Feb 2021,Hazen.ai,Hazen.ai,Saudi Arabia,Nigeria,Software & IT services,n/a,New Funding/Resour...,-,-
