ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Aug 2011,Chery Automobile,Chery Automobile,China,Africa,Automotive compo...,Manufacturing,Considering Project (...,-,-
2,Aug 2011,China Reinsurance,China Reinsurance,China,Latin America & C...,Financial services,"Sales, Marketing ...",Considering Project (...,-,-
3,Aug 2011,Natixis,"Loomis, Sayles & ...",France,Middle East,Financial services,Unspecified,New Investment Stra...,-,-
4,Aug 2011,China Three Gorg...,China Internation...,China,Guinea,Renewable energy,Construction,New Overseas Suppli...,-,-
5,Aug 2011,Univar,Univar,United States,Middle East,Chemicals,Unspecified,New Investment Stra...,-,-
6,Aug 2011,TWMA Group,TWMA Group,United Kingdom,Guinea,Industrial equipme...,Manufacturing,New Overseas Suppli...,-,-
7,Aug 2011,PetroSaudi,PetroSaudi,Saudi Arabia,Ghana,"Coal, oil & gas",Extraction,Considering Project (...,-,-
8,Aug 2011,Abu Dhabi Water ...,Abu Dhabi Nation...,UAE,Middle East,"Coal, oil & gas",Electricity,Considering Projec...,-,-
9,Aug 2011,Siemens Gamesa...,Siemens Gamesa...,Spain,Asia-Pacific,Engines & turbines,n/a,New Investment Stra...,-,-
10,Aug 2011,GMR Group,GMR Infrastructure,India,Latin America & C...,Real estate,n/a,New Investment Stra...,-,$883.93m
11,Aug 2011,Lava International,Lava International,India,Nigeria,Communications,Unspecified,New Investment Stra...,-,$15.00m
12,Aug 2011,Barclays Bank,ABSA Life,United Kingdom,Africa,Financial services,"Sales, Marketing & ...",Considering Project (...,-,-
13,Aug 2011,Grass Valley,Grass Valley,United States,Middle East,Communications,Unspecified,New Personnel,-,-
14,Aug 2011,Societe BIC,Societe BIC,France,Latin America & C...,Consumer products,Unspecified,New Investment Stra...,-,-
15,Aug 2011,Resuinsa,Resuinsa,Spain,Kenya,Textiles,"Sales, Marketing ...",Considering Project (...,-,-
