ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Oct 2020,Milango,Milango,Egypt,Middle East,Software & IT services,n/a,New Funding/Resour...,-,-
2,Oct 2020,Quantum Metric,Quantum Metric,United States,Middle East,Software & IT services,n/a,New Funding/Resour...,$25.00m,-
3,Oct 2020,Easy Solar,Easy Solar,Sierra Leone,Liberia,Electronic components,n/a,New Funding/Resour...,$5.00m,-
4,Oct 2020,GoMyCode,GoMyCode,Tunisia,Nigeria,Business services,n/a,New Funding/Resour...,$0.85m,-
5,Oct 2020,Cliniques Interna...,Cliniques Interna...,Morocco,Africa,Healthcare,n/a,New Funding/Resour...,$28.00m,-
6,Oct 2020,Plug and Play,Plug and Play,United States,South Africa,Business services,Business Services,Considering Project (...,-,-
7,Oct 2020,Shopa Life,Shopa Life,Ghana,Africa,Software & IT services,n/a,New Funding/Resour...,$0.10m,-
8,Oct 2020,Heny,Heny,Ghana,Africa,Software & IT services,n/a,New Funding/Resour...,$0.10m,-
9,Oct 2020,Tendo,Tendo,Ghana,Africa,Software & IT services,n/a,New Funding/Resour...,$0.10m,-
10,Oct 2020,Boxconn,Boxconn,Ghana,Africa,Transportation & War...,n/a,New Funding/Resour...,$0.10m,-
11,Oct 2020,Eleka,Eleka,Kenya,Africa,Software & IT services,n/a,New Funding/Resour...,$0.10m,-
12,Oct 2020,Joovlin,Joovlin,Nigeria,Africa,Software & IT services,n/a,New Funding/Resour...,$0.10m,-
13,Oct 2020,KPI Lens,KPI Lens,Ghana,Africa,Software & IT services,n/a,New Funding/Resour...,$0.10m,-
14,Oct 2020,Airsmat,Airsmat,United Kingdom,Nigeria,Software & IT services,n/a,New Funding/Resour...,$0.10m,-
15,Sep 2020,Candi,Candi,Switzerland,India,Renewable energy,n/a,New Funding/Resour...,$2.95m,-
