ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Dec 2021,Poongsan,Poongsan,South Korea,Egypt,Metals,n/a,New Investment Stra...,-,-
2,Dec 2021,Hyundai Motor,Hyundai Rotem (...,South Korea,Egypt,Space & defence,n/a,New Investment Stra...,-,-
3,Dec 2021,Hanwha,Hanwha Defense,South Korea,Egypt,Space & defence,n/a,New Investment Stra...,-,-
4,Dec 2021,Agilyx Group,Agilyx Group,Australia,Middle East,Software & IT services,Business Services,Considering Project (...,-,-
5,Nov 2021,Edfundo,Edfundo,UAE,Middle East,Financial services,n/a,New Funding/Resour...,$1.50m,-
6,Nov 2021,Hollydesk,Hollydesk,Egypt,Africa,Software & IT services,n/a,New Funding/Resour...,$0.33m,-
7,Nov 2021,Moniepoint (Tea...,Moniepoint (Tea...,Nigeria,Ghana,Software & IT services,n/a,New Investment Stra...,-,-
8,Nov 2021,iMile,iMile,UAE,Latin America & C...,Transportation & War...,n/a,New Funding/Resour...,$40.00m,-
9,Nov 2021,EFG Hermes Hold...,ValU,Egypt,Saudi Arabia,Financial services,n/a,New Investment Stra...,-,-
10,Nov 2021,Untap Technologies,Untap Technologies,Egypt,Saudi Arabia,Software & IT services,n/a,New Funding/Resour...,-,-
11,Nov 2021,Torod,Torod,Saudi Arabia,Middle East,Software & IT services,n/a,New Funding/Resour...,-,-
12,Nov 2021,Tegarti,Tegarti,Egypt,Saudi Arabia,Software & IT services,n/a,New Funding/Resour...,-,-
13,Nov 2021,OnEx Medical,OnEx Medical,UAE,Saudi Arabia,Healthcare,n/a,New Funding/Resour...,-,-
14,Nov 2021,Meat-O-Door,Meat-O-Door,UAE,Saudi Arabia,Food and Beverages,n/a,New Funding/Resour...,-,-
15,Nov 2021,Jalebi,Jalebi,UAE,Saudi Arabia,Food and Beverages,n/a,New Funding/Resour...,-,-
