ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Jan 2017,Royal Philips Elec...,Lite Tech Industri...,Netherlands,Africa,Electronic compon...,n/a,New Investment Stra...,-,-
2,Jan 2017,Bridg,Bridg,UAE,India,Software & IT serv...,n/a,New Investment Stra...,-,-
3,Jan 2017,CloudCraze,CloudCraze,United States,North America,Software & IT serv...,n/a,New Funding/Resour...,-,-
4,Jan 2017,Bitglass,Bitglass,United States,Asia-Pacific,Software & IT serv...,n/a,New Funding/Resour...,-,-
5,Jan 2017,Scavolini,Scavolini,Italy,Asia-Pacific,Consumer products,n/a,New Investment Stra...,-,-
6,Jan 2017,ZOLA Electric (Of...,ZOLA Electric (Of...,Tanzania,Rwanda,Renewable energy,Electricity,New Funding/Resour...,-,$7.50m
7,Jan 2017,Vezeeta,Vezeeta,Egypt,Lebanon,Software & IT serv...,n/a,New Funding/Resour...,-,$5.00m
8,Dec 2016,Mundipharma Int...,Mundipharma Int...,United Kingdom,Latin America & C...,Pharmaceuticals,n/a,New Investment Stra...,-,-
9,Dec 2016,MobME Wireless ...,MobME Wireless ...,India,Asia-Pacific,Communications,n/a,New Investment Stra...,-,-
10,Dec 2016,Skyfii,Skyfii,Australia,North America,Software & IT serv...,n/a,New Funding/Resour...,-,-
11,Dec 2016,JetSmarter,JetSmarter,United States,Latin America & C...,Software & IT serv...,n/a,New Funding/Resour...,-,$105.00m
12,Dec 2016,Apollo Internatio...,Apollo LogiSolutio...,India,Asia-Pacific,Transportation & ...,n/a,New Investment Stra...,-,-
13,Dec 2016,State Bank of Ma...,State Bank of Ma...,Mauritius,Uganda,Financial services,n/a,New Investment Stra...,-,-
14,Dec 2016,Lonrho,Fastjet,United Kingdom,South Africa,Transportation & ...,n/a,New Investment Stra...,-,-
15,Dec 2016,Zipline,Zipline,United States,Africa,Transportation & ...,n/a,New Funding/Resour...,-,$25.00m
