ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Jul 2011,Lonrho,Lonrho Budget H...,United Kingdom,Africa,Hotels & tourism,Construction,Considering Project (...,-,-
2,Jul 2011,Computer Scienc...,Computer Scienc...,United States,Latin America & C...,Software & IT serv...,n/a,New Investment Stra...,-,-
3,Jul 2011,Anglo American,Kumba Iron Ore,United Kingdom,Africa,Metals,Extraction,Considering Project (...,-,-
4,Jul 2011,Otto Marine,Otto Marine,Singapore,Iraq,Transportation & ...,"Logistics, Distribu...",New Overseas Suppli...,-,-
5,Jul 2011,Ericsson,Ericsson,Sweden,Africa,Communications,Maintenance & Se...,New Overseas Suppli...,-,-
6,Jul 2011,Clicks Group,Clicks Group,South Africa,Africa,Pharmaceuticals,Retail,Considering Project (...,-,-
7,Jul 2011,Hidesign,Hidesign,India,Asia-Pacific,Textiles,n/a,New Investment Stra...,-,-
8,Jul 2011,FirstRand,Rand Merchant B...,South Africa,Africa,Financial services,n/a,New Investment Stra...,-,-
9,Jul 2011,PricewaterhouseC...,PricewaterhouseC...,United Kingdom,Africa,Business services,n/a,New Investment Stra...,-,$100.00m
10,Jul 2011,NMC Group,UAE Exchange Ce...,UAE,Africa,Financial services,Business Services,Considering Project (...,-,-
11,Jul 2011,Clyde Blowers,David Brown Gro...,United Kingdom,Latin America & C...,Industrial equipme...,Maintenance & Se...,Considering Project (...,-,-
12,Jul 2011,Africa Renewable...,Africa Renewable...,United Kingdom,Africa,Renewable energy,n/a,New Funding/Resour...,-,$42.70m
13,Jul 2011,Vanesa,Vanesa,India,Africa,Consumer products,Unspecified,New Investment Stra...,-,-
14,Jul 2011,Reservoir Group,X Drilling Tools,United Kingdom,Africa,Industrial equipme...,Unspecified,New Investment Stra...,-,-
15,Jul 2011,Bumi Armada,Bumi Armada,Malaysia,Latin America & C...,Non-automotive tr...,Unspecified,New Funding/Resour...,-,-
