ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,May 2012,Memon Group (S...,Rubber World Ind...,UAE,Latin America & C...,Rubber,Unspecified,New Investment Stra...,-,-
2,May 2012,sbe Entertainmen...,sbe Entertainmen...,United States,Latin America & C...,Food and Beverages,Construction,Considering Projec...,-,-
3,May 2012,Tata Group,Viom Networks,India,Asia-Pacific,Communications,Unspecified,New Investment Stra...,-,-
4,May 2012,Novatek,Novatek,Russia,Middle East,"Coal, oil & gas",Unspecified,New Investment Stra...,-,-
5,Apr 2012,Dream Systems,Dream Systems,United States,Latin America & C...,Communications,Unspecified,Considering Projec...,-,-
6,Apr 2012,IBA (IBA Group),IBA (IBA Group),Czech Republic,Africa,Software & IT serv...,Unspecified,New Investment Stra...,-,-
7,Apr 2012,WPP,Kantar Millward B...,Ireland,Africa,Business services,Business Services,Considering Project (...,-,-
8,Apr 2012,Hikma Pharmace...,Hikma Pharmace...,United Kingdom,Middle East,Pharmaceuticals,Unspecified,New Investment Stra...,-,-
9,Apr 2012,Avaya,Avaya,United States,Asia-Pacific,Communications,Customer Contact...,New Overseas Suppli...,-,-
10,Apr 2012,Unity Infraprojects,Unity Infraprojects,India,Asia-Pacific,Business services,Unspecified,New Investment Stra...,-,-
11,Apr 2012,Mustafa Akgül Ma...,Mustafa Akgül Ma...,Turkey,Africa,Building materials,Unspecified,New Investment Stra...,-,-
12,Apr 2012,United Bank,United Bank,Ethiopia,Africa,Financial services,Business Services,Considering Project (...,-,-
13,Apr 2012,Ermenegildo Zegna,Ermenegildo Zegna,Italy,Asia-Pacific,Textiles,Retail,Considering Projec...,-,-
14,Apr 2012,Flud,Flud,United States,Asia-Pacific,Software & IT serv...,Unspecified,New Investment Stra...,-,-
15,Apr 2012,Polpharma,Polpharma,Poland,China,Pharmaceuticals,Unspecified,New Investment Stra...,-,-
