ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Sep 2013,FirstRand,FirstRand,South Africa,Asia-Pacific,Financial services,n/a,New Investment Stra...,-,-
2,Sep 2013,Vandana Luthra C...,Vandana Luthra C...,India,Africa,Consumer products,Manufacturing,Considering Project (...,-,-
3,Sep 2013,Narayana Health ...,Narayana Health ...,India,Africa,Healthcare,Construction,Considering Project (...,-,-
4,Sep 2013,Sanlam Group,Sanlam Group,South Africa,Asia-Pacific,Financial services,n/a,New Investment Stra...,-,$319.30m
5,Sep 2013,Ford Motor Comp...,Ford Motor Comp...,United States,Middle East,Automotive OEM,n/a,New Personnel,-,-
6,Sep 2013,FBN Holdings (Fir...,FBN Holdings (Fir...,Nigeria,Africa,Financial services,n/a,New Investment Stra...,-,-
7,Sep 2013,Kenya Commerci...,Kenya Commerci...,Kenya,Ethiopia,Financial services,n/a,New Investment Stra...,-,-
8,Aug 2013,Morvest Business...,Morvest Business...,South Africa,Africa,Business services,n/a,New Investment Stra...,-,-
9,Aug 2013,Remgro,Rainbow Chicken,South Africa,Africa,Food and Beverages,n/a,New Investment Stra...,-,-
10,Aug 2013,Groupe PSA (PSA...,Groupe PSA (PSA...,France,Spain,Automotive compo...,Research & Devel...,Considering Project (...,-,-
11,Aug 2013,The Foschini Group,The Foschini Group,South Africa,Africa,Consumer products,Retail,Considering Project (...,-,-
12,Aug 2013,Vandana Luthra C...,Vandana Luthra C...,India,Africa,Consumer products,Unspecified,New Investment Stra...,-,-
13,Aug 2013,Oil Consultants,Oil Consultants,United Kingdom,Middle East,Business services,Business Services,Considering Project (...,-,-
14,Aug 2013,Fitbit,Fitbit,United States,Asia-Pacific,Consumer electron...,Unspecified,New Funding/Resour...,-,$43.00m
15,Aug 2013,Zydus Lifescience...,Zydus Lifescience...,India,Africa,Pharmaceuticals,Manufacturing,Considering Project (...,-,-
