ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Feb 2012,Spar,Spar,Netherlands,Asia-Pacific,Food and Beverages,Retail,Considering Projec...,-,-
2,Feb 2012,Rock and Stock I...,Rock and Stock I...,South Africa,Africa,"Coal, oil & gas",Business Services,Considering Project (...,-,-
3,Feb 2012,Al Ghurair Group,Al Ghurair Group,UAE,Libya,Business services,Unspecified,New Investment Stra...,-,-
4,Feb 2012,Dabur India,Dabur India,India,Africa,Consumer products,Manufacturing,Considering Project (...,-,-
5,Feb 2012,MasterCard,MasterCard,United States,Africa,Financial services,Unspecified,New Investment Stra...,-,-
6,Feb 2012,Saudi Basic Indus...,Saudi Basic Indus...,Saudi Arabia,Egypt,Chemicals,Unspecified,New Investment Stra...,-,$200.00m
7,Feb 2012,Starwood Hotels ...,Starwood Hotels ...,United States,Latin America & C...,Hotels & tourism,Construction,Considering Projec...,-,-
8,Jan 2012,NowForce,NowForce,Israel,North America,Software & IT serv...,Unspecified,New Funding/Resour...,-,-
9,Jan 2012,Al-Homaizi Group,Al-Homaizi Group,Kuwait,Lebanon,Consumer products,Retail,Considering Project (...,-,-
10,Jan 2012,Redes Energetica...,Redes Energetica...,Portugal,Colombia,"Coal, oil & gas",Unspecified,New Funding/Resour...,-,-
11,Jan 2012,Tsogo Sun Holdin...,Southern Sun Ho...,South Africa,Africa,Hotels & tourism,Construction,Considering Project (...,-,-
12,Jan 2012,Ludowici,Ludowici Meshcape,Australia,Africa,Industrial equipme...,Unspecified,New Investment Stra...,-,-
13,Jan 2012,African Trade Ins...,African Trade Ins...,Kenya,Africa,Financial services,"Sales, Marketing ...",Considering Project (...,-,-
14,Jan 2012,Asia Motor Works...,Asia Motor Works...,India,Asia-Pacific,Automotive OEM,Unspecified,New Investment Stra...,-,-
15,Jan 2012,GfK,GfK,Germany,Latin America & C...,Business services,Unspecified,New Investment Stra...,-,-
