ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Mar 2026,Toyo Engineering,Toyo Engineering,Japan,Tanzania,Chemicals,Manufacturing,Considering Project (...,-,-
2,Mar 2026,Airwallex,Airwallex,Hong Kong,United Kingdom,Financial services,n/a,New Investment Stra...,-,$1.14bn
3,Mar 2026,Fido Money Lendi...,Fido Money Lendi...,Ghana,Uganda,Software & IT services,n/a,New Funding/Resour...,$5.50m,-
4,Mar 2026,LittleFish (South ...,LittleFish (South ...,South Africa,Zimbabwe,Software & IT services,n/a,New Funding/Resour...,$9.50m,-
5,Mar 2026,Project Orca (Slid...,Project Orca (Slid...,United States,Middle East,Software & IT services,n/a,New Investment Stra...,-,-
6,Mar 2026,Bain & Company,Bain & Company,United States,Middle East,Business services,n/a,New Investment Stra...,-,-
7,Mar 2026,MetaComp,MetaComp,Singapore,Latin America & C...,Software & IT services,n/a,New Funding/Resour...,$13.00m,-
8,Mar 2026,NjiaPay,NjiaPay,South Africa,Africa,Software & IT services,n/a,New Funding/Resour...,$2.10m,-
9,Mar 2026,Orca Fraud,Orca Fraud,South Africa,Africa,Software & IT services,n/a,New Funding/Resour...,$2.35m,-
10,Mar 2026,Enko Education,Enko Education,South Africa,Africa,Business services,Education & Training,New Funding/Resour...,$46.00m,-
11,Mar 2026,AIRMO,AIRMO,Germany,Middle East,Software & IT services,n/a,New Funding/Resour...,$5.77m,-
12,Mar 2026,Exabeam,Exabeam,United States,India,Software & IT services,n/a,New Investment Stra...,-,-
13,Mar 2026,Cybervergent,Cybervergent,Nigeria,Middle East,Software & IT services,n/a,New Funding/Resour...,$3.00m,-
14,Mar 2026,FirstRand,FirstRand,South Africa,Nigeria,Financial services,n/a,New Investment Stra...,-,-
15,Mar 2026,Hebbia,Hebbia,United States,Middle East,Software & IT services,"Sales, Marketing & ...",New Investment Stra...,-,-
