ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Mar 2018,Pawame,Pawame,Kenya,Africa,Renewable energy,n/a,New Funding/Resour...,-,-
2,Mar 2018,Deutsche Kraftfa...,Deutsche Kraftfa...,Germany,Asia-Pacific,Business services,n/a,New Personnel,-,-
3,Mar 2018,Prediagn,Prediagn,Nigeria,Africa,Software & IT services,n/a,New Investment Stra...,-,-
4,Mar 2018,OM Metals Infrap...,OM Metals Infrap...,India,Asia-Pacific,Business services,n/a,New Investment Stra...,-,-
5,Mar 2018,Software Group,Software Group,Bulgaria,Pakistan,Software & IT services,n/a,New Investment Stra...,-,-
6,Mar 2018,HolidayMe,HolidayMe,UAE,Middle East,Hotels & tourism,n/a,New Funding/Resour...,-,-
7,Mar 2018,Holborn Assets,Holborn Assets,UAE,Asia-Pacific,Financial services,Business Services,New Investment Stra...,-,-
8,Mar 2018,Oradian,Oradian,Croatia,Asia-Pacific,Software & IT services,n/a,New Funding/Resour...,-,-
9,Mar 2018,Expereo,Expereo,Netherlands,Africa,Communications,ICT & Internet Infra...,New Investment Stra...,-,-
10,Mar 2018,Ericsson,Ericsson,Sweden,Middle East,Communications,Research & Develop...,New Investment Stra...,-,-
11,Feb 2018,VPS Healthcare,VPS Healthcare,UAE,India,Healthcare,n/a,New Investment Stra...,-,-
12,Feb 2018,DEA Deutsche Er...,DEA Deutsche Er...,Germany,Egypt,"Coal, oil & gas",Extraction,Considering Project (...,-,$500.00m
13,Feb 2018,Finergreen,Finergreen,France,Middle East,Business services,n/a,New Investment Stra...,-,-
14,Feb 2018,Emirates National...,Dragon Oil,UAE,Egypt,"Coal, oil & gas",n/a,New Investment Stra...,-,-
15,Feb 2018,De Beers,De Beers,South Africa,Zimbabwe,Minerals,Extraction,Considering Project (...,-,-
