ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Nov 2013,Bigen Africa,Bigen Africa,South Africa,Africa,Business services,n/a,New Investment Stra...,-,-
2,Nov 2013,Exotix,Exotix,United Kingdom,Africa,Financial services,Business Services,Considering Project (...,-,-
3,Nov 2013,Koton,Koton,Turkey,Middle East,Textiles,Retail,Considering Project (...,-,-
4,Nov 2013,L'Oreal,L'Oreal,France,Africa,Consumer products,Research & Devel...,Considering Project (...,-,-
5,Nov 2013,Al Masraf (Arab B...,Al Masraf (Arab B...,UAE,Middle East,Business services,Unspecified,New Investment Stra...,-,-
6,Nov 2013,British American ...,British American ...,Mauritius,Africa,Financial services,n/a,Considering Project (...,-,-
7,Nov 2013,Barloworld,Barloworld,South Africa,Africa,Industrial equipme...,n/a,New Investment Stra...,-,-
8,Nov 2013,Choppies,Choppies,Botswana,Africa,Food and Beverages,Retail,Considering Projec...,-,-
9,Nov 2013,Prowork,Prowork,Nigeria,Africa,Software & IT serv...,n/a,New Investment Stra...,-,-
10,Nov 2013,Garland Technolo...,Garland Technolo...,United States,Asia-Pacific,Communications,Customer Contact...,Considering Project (...,-,-
11,Nov 2013,A Schulman,A Schulman,United States,Middle East,Plastics,n/a,New Investment S...,-,-
12,Nov 2013,Mr Price Group,Mr Price Group,South Africa,Africa,Textiles,Retail,Considering Project (...,-,-
13,Nov 2013,Diageo,East African Brew...,United Kingdom,Africa,Food and Beverages,n/a,Considering Project (...,-,-
14,Nov 2013,Unilever,Unilever,United Kingdom,Nigeria,Consumer products,n/a,New Investment Stra...,-,-
15,Nov 2013,PPS Ghana,PPS Ghana,Ghana,Africa,Industrial equipme...,n/a,New Investment Stra...,-,-
