ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Jan 2021,Arkose Labs,Arkose Labs,United States,Middle East,Software & IT services,n/a,New Investment Stra...,-,-
2,Jan 2021,Nawah Scientific,Nawah Scientific,Egypt,Middle East,Business services,n/a,New Investment Stra...,$1.00m,-
3,Jan 2021,FarEye,FarEye,India,Asia-Pacific,Software & IT services,n/a,New Investment Stra...,-,-
4,Jan 2021,Catch Taxi,Catch Taxi,Ethiopia,Africa,Software & IT services,n/a,New Investment Stra...,-,-
5,Jan 2021,PremierCredit,PremierCredit,Zambia,Africa,Financial services,n/a,New Funding/Resour...,$0.65m,-
6,Jan 2021,Haussmann Group,Haussmann Group,France,Africa,Real estate,Business Services,New Funding/Resour...,-,-
7,Jan 2021,Pixofarm,Pixofarm,Austria,Australia,Software & IT services,n/a,New Investment Stra...,-,-
8,Jan 2021,Coviu,Coviu,Australia,United States,Software & IT services,n/a,New Funding/Resour...,$4.63m,-
9,Jan 2021,OPay,OPay,Nigeria,Africa,Financial services,n/a,New Investment Stra...,-,-
10,Jan 2021,iKure,iKure,India,Indonesia,Healthcare,n/a,New Funding/Resour...,-,-
11,Dec 2020,Zeepay,Zeepay,United Kingdom,Africa,Financial services,n/a,New Funding/Resour...,$0.94m,-
12,Dec 2020,Nexans,Nexans,France,Africa,Electronic components,Manufacturing,Considering Project (...,-,-
13,Dec 2020,Umba,Umba,Nigeria,Africa,Financial services,n/a,New Funding/Resour...,$2.00m,-
14,Dec 2020,Oolu,Oolu,Senegal,Africa,Electronic components,n/a,New Funding/Resour...,$8.50m,-
15,Dec 2020,Bolt (Taxify),Bolt (Taxify),Estonia,Africa,Software & IT services,n/a,New Funding/Resour...,$182.95m,-
