ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Apr 2025,GCC Brokers,GCC Brokers,Mauritius,Asia-Pacific,Financial services,n/a,New Investment Stra...,-,-
2,Apr 2025,TianJin Mainland ...,TianJin Mainland ...,China,Middle East,Industrial equipment,Manufacturing,Considering Project (...,-,-
3,Apr 2025,Juridoc,Juridoc,Tunisia,Middle East,Software & IT services,n/a,New Funding/Resour...,-,-
4,Mar 2025,Aman Resorts,Aman Resorts,Switzerland,Middle East,Hotels & tourism,Construction,Considering Project (...,-,-
5,Mar 2025,Samba TV,Samba TV,United States,Asia-Pacific,Communications,n/a,New Personnel,-,-
6,Mar 2025,Renault,AvtoVAZ (Volga A...,France,Nigeria,Automotive OEM,Manufacturing,Considering Project (...,-,-
7,Mar 2025,Ecoblox,Ecoblox,UAE,Middle East,Communications,ICT & Internet Infra...,Considering Projec...,-,-
8,Mar 2025,Tenstorrent,Tenstorrent,Canada,Middle East,Semiconductors,Research & Devel...,Considering Projec...,-,-
9,Mar 2025,Zscaler,Zscaler,United States,Saudi Arabia,Software & IT services,"Sales, Marketing & ...",Considering Project (...,-,-
10,Mar 2025,Enza,Enza,Egypt,Africa,Financial services,n/a,New Funding/Resour...,-,$6.75m
11,Mar 2025,Leta,Leta,Kenya,Mauritius,Software & IT services,n/a,New Funding/Resour...,$5.00m,-
12,Mar 2025,Yamazen,Yamazen,Japan,Middle East,Industrial equipment,n/a,New Investment Stra...,-,-
13,Mar 2025,Genians,Genians,United States,Africa,Software & IT services,n/a,New Investment Stra...,-,-
14,Mar 2025,Gozem,Gozem,Singapore,Africa,Software & IT services,n/a,New Funding/Resour...,$30.00m,-
15,Mar 2025,Renetech Renewa...,Renetech Renewa...,Sweden,Nigeria,Renewable energy,Manufacturing,Considering Project (...,-,-
