ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Sep 2018,Herpasa,Herpasa,Spain,Nigeria,Industrial equipment,n/a,New Investment Stra...,-,-
2,Sep 2018,Eminpack,Eminpack,Spain,Nigeria,Industrial equipment,n/a,New Investment Stra...,-,-
3,Sep 2018,Adymus Energy,Adymus Energy,Spain,Nigeria,Renewable energy,n/a,New Investment Stra...,-,-
4,Sep 2018,Georg Menshen,Menshen Iber,Germany,Nigeria,Plastics,n/a,New Investment Stra...,-,-
5,Sep 2018,Reverte Minerales,Reverte Minerales,Spain,Nigeria,Chemicals,n/a,New Investment Stra...,-,-
6,Sep 2018,Saudi Military Ind...,Saudi Military Ind...,Saudi Arabia,South Africa,Space & defence,Research & Develop...,Considering Projec...,-,-
7,Sep 2018,Nissan,Nissan,Japan,Ghana,Automotive OEM,Manufacturing,Considering Project (...,-,-
8,Sep 2018,ServiceMarket,ServiceMarket,UAE,Middle East,Software & IT services,n/a,New Funding/Resour...,-,-
9,Sep 2018,Minos Agricultura...,Minos Agricultura...,Turkey,Ghana,Industrial equipment,Manufacturing,Considering Project (...,-,-
10,Sep 2018,Adara Global,Adara Global,United States,Middle East,Business services,n/a,New Personnel,-,-
11,Sep 2018,Amazon.com,Amazon.com,United States,India,Communications,n/a,New Personnel,-,-
12,Sep 2018,Accor,Accor,France,Africa,Hotels & tourism,Construction,Considering Project (...,-,$1.00bn
13,Sep 2018,Alibaba Group Ho...,Alibaba Group Ho...,China,Ghana,Consumer products,Headquarters,Considering Project (...,-,-
14,Sep 2018,Trimedika,Trimedika,United Kingdom,Middle East,Medical devices,n/a,New Investment Stra...,-,-
15,Sep 2018,Sunray Ventures,Daystar Power,UAE,Africa,Renewable energy,Electricity,Considering Projec...,-,-
