ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Aug 2010,Omnesys Technol...,Omnesys Technol...,United States,Asia-Pacific,Software & IT services,n/a,New Investment Stra...,-,-
2,Aug 2010,Bombardier,Bombardier Aero...,Canada,Egypt,Aerospace,n/a,New Overseas Suppli...,-,-
3,Aug 2010,Owasco Offshore,Owasco Offshore,India,Asia-Pacific,Transportation & War...,n/a,New Investment Stra...,-,-
4,Aug 2010,Philippine Nation...,PNOC Exploration...,Philippines,Nigeria,"Coal, oil & gas",n/a,Considering Project (...,-,-
5,Aug 2010,Distell Group,Distell Group,South Africa,Africa,Food and Beverages,Manufacturing,Considering Project (...,-,-
6,Aug 2010,Marico,Kaya Skin Care,India,Egypt,Consumer products,Retail,Considering Project (...,-,-
7,Aug 2010,China Petrochemi...,China Petroleum ...,China,Uganda,"Coal, oil & gas",Manufacturing,Considering Project (...,-,-
8,Aug 2010,Accor,Accor,France,Latin America & C...,Hotels & tourism,Construction,Considering Project (...,-,-
9,Aug 2010,TomTom,TomTom,Netherlands,Africa,Space & defence,n/a,New Personnel,-,-
10,Aug 2010,Minor International,Minor International,Thailand,Asia-Pacific,Hotels & tourism,n/a,New Investment Stra...,-,-
11,Aug 2010,Healthy Coffee In...,Healthy Coffee In...,United States,Africa,Food and Beverages,n/a,New Investment Stra...,-,-
12,Aug 2010,Eurasian Natural ...,Eurasian Natural ...,United Kingdom,Africa,"Coal, oil & gas",n/a,New Investment Stra...,-,-
13,Aug 2010,Asian Paints,SCIB,India,Egypt,Chemicals,n/a,New Investment Stra...,-,$15.14m
14,Aug 2010,Terra Energy & R...,Terra Energy & R...,United States,Sierra Leone,Business services,Business Services,New Overseas Suppli...,-,-
15,Aug 2010,Global Research ...,Global Research ...,United States,Latin America & C...,Pharmaceuticals,n/a,New Personnel,-,-
