ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Dec 2018,LetsTransport,LetsTransport,India,Asia-Pacific,Transportation & War...,n/a,New Funding/Resour...,-,-
2,Dec 2018,Econet Global,Liquid Intelligent ...,Mauritius,Africa,Communications,ICT & Internet Infra...,Considering Projec...,-,-
3,Dec 2018,San Miguel Global,San Miguel Global,Argentina,South Africa,Food and Beverages,n/a,New Funding/Reso...,-,-
4,Dec 2018,Uber Technologies,Uber Technologies,United States,Egypt,Software & IT services,n/a,New Investment Stra...,-,$100.00m
5,Dec 2018,D.light Design,D.light Design,United States,Africa,Electronic components,n/a,New Funding/Resour...,-,$41.00m
6,Dec 2018,Karri Payments,Karri Payments,South Africa,United States,Software & IT services,n/a,New Investment Stra...,-,-
7,Dec 2018,Careem,Careem,UAE,Pakistan,Software & IT services,n/a,New Investment Stra...,-,-
8,Dec 2018,Rino Mastrotto Gr...,Rino Mastrotto Gr...,Italy,Kenya,Textiles,Manufacturing,Considering Project (...,-,-
9,Dec 2018,Jumo.World,Jumo.World,South Africa,Asia-Pacific,Software & IT services,n/a,New Funding/Resour...,-,-
10,Dec 2018,Coretrax Technol...,Coretrax Technol...,United Kingdom,United States,Industrial equipment,n/a,New Funding/Resour...,-,-
11,Dec 2018,BuffaloGrid,BuffaloGrid,United Kingdom,India,Electronic components,n/a,New Funding/Resour...,-,-
12,Dec 2018,Sensemetrics,Sensemetrics,United States,China,Software & IT services,n/a,New Funding/Resour...,-,-
13,Dec 2018,WeWork (We Hol...,WeWork (We Hol...,United States,Australia,Real estate,n/a,New Personnel,-,-
14,Dec 2018,Senaat General H...,National Petroleu...,UAE,India,Business services,n/a,New Investment Stra...,-,-
15,Dec 2018,Fuga,Fuga,Netherlands,United States,Software & IT services,n/a,New Investment Stra...,-,-
