ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Jan 2018,Nan Pao Resins C...,Nan Pao Resins C...,Taiwan,Latin America & C...,Chemicals,n/a,New Investment Stra...,-,-
2,Jan 2018,Dubai World,DP World,UAE,Africa,Real estate,n/a,New Investment Stra...,-,-
3,Jan 2018,Global UAV Techn...,Global UAV Techn...,Canada,Mexico,Industrial equipment,n/a,New Investment Stra...,-,-
4,Jan 2018,One Click Deliver...,One Click Deliver...,UAE,Asia-Pacific,Software & IT serv...,n/a,New Funding/Resour...,-,-
5,Jan 2018,Iono.fm,Iono.fm,South Africa,Nigeria,Communications,n/a,New Funding/Resour...,-,-
6,Dec 2017,Hinduja Group,Ashok Leyland,India,Africa,Automotive OEM,n/a,New Investment Stra...,-,-
7,Dec 2017,Farm Fresh,Farm Fresh,Gambia,Nigeria,Food and Beverages,n/a,New Investment Stra...,-,-
8,Dec 2017,Convercent,Convercent,United States,United States,Software & IT services,n/a,New Funding/Resour...,-,-
9,Dec 2017,Dar Al Arkan,Dar Al Arkan,Saudi Arabia,Morocco,Real estate,Construction,New Investment Stra...,-,-
10,Dec 2017,China National Pe...,China National Pe...,China,Pakistan,"Coal, oil & gas",n/a,New Investment Stra...,-,-
11,Dec 2017,Rotana Hotels,Rotana Hotels,UAE,Iraq,Hotels & tourism,Construction,New Investment Stra...,-,-
12,Dec 2017,Asian Paints,Asian Paints,India,Asia-Pacific,Chemicals,n/a,New Investment Stra...,-,-
13,Dec 2017,BBK Electronics,Vivo Electronics,China,Africa,Communications,n/a,New Investment Stra...,-,-
14,Dec 2017,Sun King,Sun King,United States,Asia-Pacific,Electronic components,n/a,New Funding/Resour...,-,-
15,Dec 2017,Access Bank,Access Bank,Nigeria,United States,Financial services,n/a,New Investment Stra...,-,-
