ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,May 2013,Fawaz Alhokair G...,Fawaz Alhokair G...,Saudi Arabia,Egypt,Real estate,n/a,New Investment Stra...,-,$715.62m
2,May 2013,China General Te...,China National M...,China,Africa,Automotive compo...,Unspecified,New Investment Stra...,-,-
3,May 2013,Renaissance Serv...,Renaissance Serv...,Oman,Nigeria,"Coal, oil & gas",n/a,New Investment Stra...,-,-
4,May 2013,Hennes & Mauritz...,Hennes & Mauritz...,Sweden,Latin America & C...,Textiles,Manufacturing,New Investment Stra...,-,-
5,May 2013,SMSgrupp,SMSgrupp,Sweden,Latin America & C...,Communications,n/a,New Funding/Resour...,-,$1.54m
6,May 2013,CRDB Bank,CRDB Bank,Tanzania,Africa,Financial services,Business Services,Considering Project (...,-,-
7,May 2013,Sony,Sony,Japan,Africa,Business machines...,Maintenance & Se...,Considering Projec...,-,-
8,May 2013,Chalhoub,Chalhoub,UAE,Middle East,Textiles,Retail,Considering Project (...,-,-
9,May 2013,Hilton Hotels (Hilt...,Hilton Hotels (Hilt...,United States,Africa,Hotels & tourism,Construction,Considering Project (...,-,-
10,May 2013,Exxon Mobil,Exxon Mobil,United States,Nigeria,"Coal, oil & gas",Electricity,Considering Projec...,-,$33.00bn
11,May 2013,Diageo,Diageo,United Kingdom,Latin America & C...,Food and Beverages,Unspecified,New Investment Stra...,-,-
12,May 2013,Deutsche Bank,Deutsche Bank,Germany,Middle East,Financial services,Unspecified,New Investment Stra...,-,-
13,May 2013,Deutsche Post,DHL Express,Germany,Africa,Transportation & ...,Unspecified,New Investment Stra...,-,-
14,May 2013,HVS Global Hospi...,HVS Global Hospi...,United States,Africa,Business services,Unspecified,New Investment Stra...,-,-
15,May 2013,ThingWorx,ThingWorx,United States,Middle East,Software & IT serv...,Unspecified,New Personnel,-,-
