ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Mar 2010,Standard Charter…,Standard Charter…,United Kingdom,Latin America & C…,Financial services,n/a,New Investment Stra…,-,-
2,Mar 2010,Weedle,Weedle,Ireland,Latin America & C…,Software & IT services,n/a,New Funding/Resour…,-,-
3,Mar 2010,Rajoo Engineers,Rajoo Engineers,India,Latin America & C…,Industrial equipment,n/a,New Investment Stra…,-,-
4,Mar 2010,InterContinental …,InterContinental …,United Kingdom,Middle East,Hotels & tourism,Construction,New Investment Stra…,-,-
5,Mar 2010,GE Aerospace (G…,Genpact (GECIS),United States,Latin America & C…,Business services,n/a,Considering Project (…,-,-
6,Mar 2010,Chevron,Chevron Nigeria …,United States,Nigeria,"Coal, oil & gas",Electricity,Considering Project (…,-,-
7,Mar 2010,deVere & Partner…,deVere & Partner…,Switzerland,Middle East,Financial services,Business Services,Considering Project (…,-,-
8,Feb 2010,MasterCard,MasterCard,United States,Asia-Pacific,Financial services,n/a,New Personnel,-,-
9,Feb 2010,Renault,Renault,France,Algeria,Automotive OEM,Manufacturing,Considering Project (…,-,-
10,Feb 2010,Navistar Internati…,Navistar Internati…,United States,Middle East,Automotive compo…,"Logistics, Distribu…",New Investment Stra…,-,-
11,Jan 2010,BM&F Bovespa,BM&F Bovespa,Brazil,Middle East,Financial services,Business Services,New Personnel,-,-
12,Jan 2010,Volvo,Renault Trucks,Sweden,Tunisia,Automotive OEM,Manufacturing,Considering Project (…,-,-
13,Jan 2010,Tullow Oil,Tullow Oil,United Kingdom,Uganda,"Coal, oil & gas",Extraction,New Funding/Resour…,-,-
14,Jan 2010,Setco Automotive,Setco Automotive,India,Africa,Automotive compone…,Manufacturing,Considering Project (…,-,-
15,Jan 2010,Engro Corporatio…,Engro Corporatio…,Pakistan,Tunisia,Chemicals,Manufacturing,Considering Project (…,-,$1.00bn
