ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Apr 2026,Vingroup,VinEnergo,Vietnam,Asia-Pacific,Renewable energy,Electricity,Considering Projec...,-,-
2,Apr 2026,nFuse,nFuse,Bulgaria,Latin America & C...,Software & IT services,n/a,New Funding/Resour...,$2.00m,-
3,Apr 2026,Vitol Group,Vivo Energy,Netherlands,Uganda,"Coal, oil & gas","Logistics, Distributio...",Considering Project (...,-,-
4,Apr 2026,Savory & Partners,Savory & Partners,UAE,Africa,Business services,n/a,New Investment Stra...,-,-
5,Apr 2026,Boston Consultin...,Boston Consultin...,United States,Africa,Business services,n/a,New Investment Stra...,-,-
6,Apr 2026,BGFI Bank,BGFI Bank,Gabon,Democratic Re...,Financial services,n/a,New Investment Stra...,-,-
7,Apr 2026,Kulipa,Kulipa,France,United States,Software & IT services,n/a,New Funding/Resour...,$6.20m,-
8,Apr 2026,Emirates National...,Dragon Oil,UAE,Egypt,"Coal, oil & gas",n/a,New Funding/Resour...,$3.00bn,-
9,Apr 2026,Lucky App,Lucky App,Egypt,Africa,Software & IT services,n/a,New Funding/Resour...,$23.00m,-
10,Apr 2026,unico IDtech,unico IDtech,Brazil,Latin America & C...,Software & IT services,n/a,New Investment Stra...,-,-
11,Apr 2026,LiveScore Group,Virgin Bet,United Kingdom,South Africa,Leisure & entertainm...,n/a,New Investment Stra...,-,-
12,Apr 2026,Allocatte,Allocatte,UAE,Asia-Pacific,Software & IT services,n/a,New Funding/Resour...,$31.00m,-
13,Apr 2026,Uncia,Uncia,India,North America,Software & IT services,n/a,New Funding/Resour...,$3.00m,-
14,Mar 2026,Tixr,Tixr,United States,United Kingdom,Software & IT services,n/a,New Investment Stra...,-,-
15,Mar 2026,Toyo Engineering,Toyo Engineering,Japan,Tanzania,Chemicals,Manufacturing,Considering Project (...,-,-
