ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Dec 2010,Adirondack Capit...,Adirondack Capit...,United States,Africa,Financial services,Business Services,New Investment Stra...,-,-
2,Nov 2010,Dabur India,Dabur India,India,Asia-Pacific,Consumer products,Unspecified,New Investment Stra...,-,-
3,Nov 2010,Mahindra Group,Mahindra Satyam...,India,Middle East,Software & IT serv...,Unspecified,New Investment Stra...,-,-
4,Nov 2010,OM Residual UK (...,Nedbank Group,United Kingdom,Africa,Financial services,Unspecified,New Investment Stra...,-,-
5,Nov 2010,Ecobank Transnat...,Ecobank Transnat...,Togo,Africa,Financial services,Unspecified,New Investment Stra...,-,-
6,Nov 2010,Debenhams,Debenhams,United Kingdom,Libya,Textiles,Retail,Considering Project (...,-,-
7,Nov 2010,China National C...,Jing Long Engine...,China,Latin America & C...,Industrial equipme...,n/a,Considering Project (...,-,-
8,Nov 2010,Univar,Univar,United States,Africa,Chemicals,Unspecified,New Investment Stra...,-,-
9,Nov 2010,Barclays Bank,Barclays Bank,United Kingdom,Africa,Financial services,n/a,New Investment Stra...,-,-
10,Nov 2010,TransInvest,Militzer & Münch,Switzerland,Asia-Pacific,Transportation & ...,Unspecified,New Investment Stra...,-,-
11,Nov 2010,MCC Group,MCC Plant Hire,South Africa,Africa,Industrial equipme...,Business Services,Considering Project (...,-,-
12,Nov 2010,Tunisie Telecom,Tunisie Telecom,Tunisia,Mali,Communications,"Sales, Marketing ...",Considering Project (...,-,-
13,Nov 2010,Orange (France T...,Orange (France T...,France,Asia-Pacific,Communications,Unspecified,New Investment Stra...,-,-
14,Nov 2010,Citigroup,Citigroup,United States,Middle East,Financial services,Business Services,Considering Project (...,-,-
15,Nov 2010,RiT,RiT,Israel,Africa,Software & IT serv...,Unspecified,New Investment Stra...,-,-
