ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Oct 2013,Intuitive Business...,Intuitive Business...,United Kingdom,Asia-Pacific,Software & IT serv...,"Sales, Marketing ...",Considering Project (...,-,-
2,Oct 2013,Ecount ERP,Ecount ERP,United States,Latin America & C...,Software & IT serv...,n/a,New Investment Stra...,-,-
3,Oct 2013,Metso Corporation,Metso Corporation,Finland,Africa,Industrial equipme...,n/a,New Investment Stra...,-,-
4,Oct 2013,Fairwaves,Fairwaves,Russia,Africa,Communications,n/a,New Investment Stra...,-,-
5,Oct 2013,Dangote Group,Dangote Group,Nigeria,Africa,Building materials,Manufacturing,Considering Project (...,-,$5.00bn
6,Oct 2013,Mota Engil Group,Mota Engil Group,Portugal,Zambia,Real estate,Unspecified,New Investment Stra...,-,$36.00m
7,Oct 2013,Cevital,Cevital,Algeria,Sudan,Food and Beverages,n/a,New Investment Stra...,-,$6.00bn
8,Oct 2013,Estee Lauder,MAC Cosmetics,United States,Latin America & C...,Consumer products,Retail,Considering Projec...,-,-
9,Oct 2013,Krajowa Spolka C...,Krajowa Spolka C...,Poland,Ethiopia,Food and Beverages,Manufacturing,Considering Project (...,-,-
10,Oct 2013,TVS Group,TVS Automotive ...,India,Middle East,Automotive OEM,n/a,New Investment Stra...,-,-
11,Sep 2013,Micromax,Micromax,India,Kyrgyzstan,Communications,n/a,New Investment Stra...,-,-
12,Sep 2013,Qualtrics,Qualtrics,United States,Middle East,Software & IT serv...,n/a,New Investment Stra...,-,-
13,Sep 2013,EV,EV,United Kingdom,Africa,Electronic compon...,n/a,New Investment Stra...,-,-
14,Sep 2013,Groupe PSA (PSA...,FORVIA (Faurecia),France,Poland,Automotive compo...,n/a,New Funding/Reso...,-,-
15,Sep 2013,Standard Charter...,Standard Charter...,United Kingdom,Africa,Financial services,Business Services,Considering Project (...,-,-
