ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Nov 2014,Arab Contractors,Arab Contractors,Egypt,Nigeria,Business services,n/a,New Investment Stra...,-,-
2,Nov 2014,Abraaj Capital,Abraaj Capital,UAE,Angola,Financial services,Business Services,Considering Project (...,-,-
3,Nov 2014,Helios Investmen...,Helios Investmen...,United Kingdom,Côte d Ivoire,Financial services,Business Services,Considering Project (...,-,-
4,Nov 2014,Nissan,Nissan,Japan,Kenya,Automotive OEM,Manufacturing,Considering Project (...,-,-
5,Nov 2014,Uber Technologies,Uber Technologies,United States,Latin America & C...,Software & IT serv...,n/a,New Funding/Resour...,-,$2.80bn
6,Nov 2014,Net Avenue Tech...,Net Avenue Tech...,India,Australia,Textiles,n/a,New Investment Stra...,-,-
7,Nov 2014,Alibaba Group Ho...,Aliexpress,China,Asia-Pacific,Software & IT serv...,n/a,New Investment Stra...,-,-
8,Nov 2014,Aga Khan Develo...,Smart Telecom,Switzerland,Africa,Communications,n/a,New Investment Stra...,-,$300.00m
9,Oct 2014,Kesishibo,Kesishibo,Bosnia-Herzegov...,Asia-Pacific,Business services,n/a,New Investment Stra...,-,-
10,Oct 2014,Mr Price Group,Mr Price Group,South Africa,Africa,Textiles,n/a,New Investment Stra...,-,-
11,Oct 2014,lynda.com,lynda.com,United States,Middle East,Software & IT serv...,n/a,New Funding/Resour...,-,-
12,Oct 2014,Agility,Agility,Kuwait,Asia-Pacific,Transportation & ...,"Logistics, Distribu...",Considering Project (...,-,-
13,Oct 2014,Telr,Telr,Singapore,Asia-Pacific,Software & IT serv...,n/a,New Funding/Resour...,-,-
14,Oct 2014,Hadid Internation...,Hadid Internation...,UAE,Africa,Business services,n/a,New Investment Stra...,-,-
15,Oct 2014,Barclays Bank,Barclays Bank,United Kingdom,Middle East,Financial services,n/a,New Investment Stra...,-,-
