ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Oct 2018,MTN Group,MTN Group,South Africa,Ethiopia,Communications,n/a,New Investment Stra...,-,-
2,Oct 2018,Orange (France T...,Orange (France T...,France,Ethiopia,Communications,ICT & Internet Infra...,Considering Projec...,-,-
3,Oct 2018,Silicon Industries...,Silicon Industries...,Egypt,Nigeria,Communications,n/a,New Investment Stra...,-,-
4,Oct 2018,Dyson,Dyson,United Kingdom,Latin America & C...,Consumer electronics,n/a,New Investment Stra...,-,-
5,Oct 2018,International Petr...,Moeve (Cepsa),UAE,Morocco,"Coal, oil & gas","Logistics, Distribu...",New Investment Stra...,-,-
6,Oct 2018,Wefarm,Wefarm,United Kingdom,Tanzania,Software & IT services,n/a,New Investment Stra...,-,-
7,Oct 2018,Publiseer,Publiseer,Nigeria,Kenya,Software & IT services,n/a,New Investment Stra...,-,-
8,Oct 2018,SolarWorks!,SolarWorks!,Netherlands,Africa,Electronic components,n/a,New Funding/Resour...,-,$2.30m
9,Oct 2018,Bajaj Group,Bajaj Electricals,India,Nigeria,Consumer electron...,n/a,New Investment Stra...,-,-
10,Oct 2018,Emaar Properties,Namshi Internati...,UAE,Egypt,Textiles,"Logistics, Distributio...",Considering Projec...,-,-
11,Oct 2018,ROI Hunter,ROI Hunter,Czech Republic,Latin America & C...,Software & IT services,n/a,New Funding/Resour...,-,-
12,Sep 2018,Goals101,Goals101,India,Malaysia,Software & IT services,n/a,New Funding/Resour...,-,-
13,Sep 2018,Nordigen,Nordigen,Latvia,United States,Software & IT services,n/a,New Funding/Resour...,-,-
14,Sep 2018,Magnis Resources,Magnis Resources,Australia,Tanzania,Minerals,Extraction,Considering Project (...,-,-
15,Sep 2018,INVpack Inever G...,INVpack Inever G...,Spain,Nigeria,Industrial equipment,n/a,New Investment Stra...,-,-
