ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Mar 2024,BRKZ,BRKZ,Saudi Arabia,Middle East,Building materials,n/a,New Funding/Resour...,$8.00m,-
2,Mar 2024,Paragon 28,Paragon 28,United States,Spain,Medical devices,n/a,New Investment Stra...,-,-
3,Feb 2024,Roam (Opibus),Roam (Opibus),Kenya,Africa,Non-automotive tran...,n/a,New Funding/Resour...,$24.00m,-
4,Feb 2024,Bugcrowd,Bugcrowd,United States,United States,Software & IT services,n/a,New Funding/Resour...,$102.00m,-
5,Feb 2024,Equinix,Equinix,United States,South Africa,Communications,ICT & Internet Infra...,Considering Projec...,-,$390.00m
6,Feb 2024,Leatherback,Leatherback,United Kingdom,India,Financial services,n/a,New Investment Stra...,-,-
7,Feb 2024,Myriota,Myriota,Australia,Middle East,Communications,n/a,New Investment Stra...,-,-
8,Feb 2024,Varaha,Varaha,India,Asia-Pacific,Software & IT services,n/a,New Funding/Resour...,$8.70m,-
9,Feb 2024,AZmed,AZmed,France,United States,Software & IT services,n/a,New Funding/Resour...,$16.24m,-
10,Feb 2024,ControlUp,ControlUp,United States,Japan,Software & IT services,n/a,New Investment Stra...,-,-
11,Feb 2024,SolNam Energy,SolNam Energy,United States,Namibia,Renewable energy,Electricity,Considering Project (...,-,-
12,Feb 2024,BB Energy,Solar Century Afr...,UAE,Africa,Renewable energy,Electricity,Considering Project (...,-,-
13,Feb 2024,Mara Holdings (M...,Mara Holdings (M...,United States,Africa,Communications,n/a,New Investment Stra...,-,-
14,Feb 2024,TransferGo,TransferGo,United Kingdom,Latin America & C...,Financial services,n/a,New Investment Stra...,-,-
15,Feb 2024,KoinKoin,KoinKoin,United Kingdom,Africa,Software & IT services,n/a,New Funding/Resour...,$2.00m,-
