ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Aug 2016,mSurvey,mSurvey,Kenya,Nigeria,Software & IT serv...,n/a,New Funding/Resour...,-,-
2,Aug 2016,iAugmentor Labs,iAugmentor Labs,India,Middle East,Software & IT serv...,n/a,New Funding/Resour...,-,-
3,Aug 2016,Zoomcar,Zoomcar,India,Asia-Pacific,Automotive OEM,n/a,New Investment Stra...,-,-
4,Aug 2016,OffsiteDataSync,OffsiteDataSync,United States,Middle East,Communications,n/a,New Investment Stra...,-,-
5,Aug 2016,Silicon21,Silicon21,Egypt,Africa,Communications,"Sales, Marketing ...",Considering Project (...,-,-
6,Aug 2016,Enko Education,Enko Education,South Africa,Africa,Business services,Education & Traini...,Considering Projec...,-,-
7,Aug 2016,International Wor...,International Wor...,Luxembourg,Asia-Pacific,Real estate,Business Services,Considering Project (...,-,-
8,Aug 2016,The National Gas ...,The National Gas ...,Trinidad & Tobago,Ghana,"Coal, oil & gas",n/a,New Investment Stra...,-,-
9,Aug 2016,Paxata,Paxata,United States,Asia-Pacific,Software & IT serv...,n/a,New Personnel,-,-
10,Aug 2016,Deacons,Deacons,Kenya,Africa,Textiles,n/a,New Funding/Resour...,-,-
11,Aug 2016,SportPesa,SportPesa,Kenya,Africa,Leisure & entertai...,n/a,New Investment Stra...,-,-
12,Jul 2016,China Electronics ...,China Electronics ...,China,Egypt,Communications,ICT & Internet Inf...,Considering Project (...,-,-
13,Jul 2016,Hikma Pharmace...,Hikma Pharmace...,United Kingdom,Morocco,Pharmaceuticals,Manufacturing,Considering Project (...,-,-
14,Jul 2016,Camargue,Camargue,South Africa,Africa,Financial services,n/a,New Funding/Resour...,-,-
15,Jul 2016,WPP,Essence,United Kingdom,Middle East,Business services,n/a,New Personnel,-,-
