ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Nov 2020,Angaza,Angaza,United States,Africa,Software & IT services,n/a,New Funding/Resour...,$13.50m,-
2,Nov 2020,Indicina,Indicina,Nigeria,Africa,Software & IT services,n/a,New Funding/Resour...,$0.15m,-
3,Nov 2020,Yellow Card Finan...,Yellow Card Finan...,United States,Africa,Software & IT services,n/a,New Funding/Resour...,$1.50m,-
4,Nov 2020,Scatec AS,Scatec Solar,Norway,Asia-Pacific,Renewable energy,Electricity,New Funding/Resour...,-,-
5,Nov 2020,SambaNov Syste...,SambaNov Syste...,United States,Middle East,Software & IT services,n/a,New Personnel,-,-
6,Nov 2020,Marvel Gold,Marvel Gold,Australia,Mali,Metals,n/a,New Funding/Resour...,$4.06m,-
7,Nov 2020,Pickmeup,Pickmeup,Nigeria,Ghana,Software & IT services,n/a,New Funding/Resour...,$0.01m,-
8,Nov 2020,BlockBase (Buildd...,BlockBase (Buildd...,France,Asia-Pacific,Software & IT services,n/a,New Funding/Resour...,$4.65m,-
9,Nov 2020,Raxio Group,Raxio Group,United States,Africa,Communications,ICT & Internet Infra...,Considering Project (...,-,-
10,Nov 2020,SeamlessHR,SeamlessHR,Nigeria,Africa,Software & IT services,n/a,New Funding/Resour...,-,-
11,Nov 2020,Stada Arzneimittel,Biopharma PJSC ...,Germany,Nigeria,Biotechnology,Manufacturing,Considering Projec...,-,-
12,Oct 2020,Tower Technology,Tower Technology,Poland,Morocco,Communications,n/a,Considering Project (...,-,-
13,Oct 2020,FlyArgo,FlyArgo,Poland,Morocco,Aerospace,n/a,Considering Project (...,-,-
14,Oct 2020,Econet Global,Liquid Intelligent ...,Mauritius,Egypt,Communications,ICT & Internet Infra...,New Funding/Resour...,$347.00m,-
15,Oct 2020,Hubilo,Hubilo,United States,United States,Software & IT services,n/a,New Funding/Resour...,$4.50m,-
