ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Nov 2011,The Foschini Group,The Foschini Group,South Africa,Africa,Consumer products,Retail,Considering Project (...,-,-
2,Nov 2011,China Central Tel...,China Central Tel...,China,North America,Communications,Business Services,Considering Project (...,-,-
3,Nov 2011,CF Industries,CF Industries,United States,Middle East,Chemicals,n/a,New Investment Stra...,-,-
4,Nov 2011,Lembaga Kemaju...,Felda Palm Indus...,Malaysia,Africa,Food and Beverages,Unspecified,New Investment Stra...,-,-
5,Nov 2011,Tata Group,TATA Africa Holdi...,India,Kenya,Automotive OEM,Manufacturing,Considering Project (...,-,$20.71m
6,Nov 2011,Landmark Group,Fitness First Midd...,UAE,Middle East,Leisure & entertai...,Construction,Considering Project (...,-,-
7,Nov 2011,KRBL Limited,KRBL Limited,India,Asia-Pacific,Food and Beverages,n/a,New Investment Stra...,-,-
8,Oct 2011,Microsoft,Microsoft,United States,Africa,Software & IT serv...,n/a,New Investment Stra...,-,-
9,Oct 2011,eRevMax,eRevMax,United States,Africa,Software & IT serv...,n/a,New Investment Stra...,-,-
10,Oct 2011,Apache,Apache,United States,Egypt,"Coal, oil & gas",Unspecified,New Investment Stra...,-,$1.50bn
11,Oct 2011,Orexport,Orexport,Spain,Latin America & C...,Food and Beverages,Manufacturing,Considering Projec...,-,-
12,Oct 2011,NextIO,NextIO,United States,Middle East,Electronic compon...,Unspecified,New Investment Stra...,-,-
13,Oct 2011,City Lodge,City Lodge,South Africa,Asia-Pacific,Hotels & tourism,Construction,Considering Projec...,-,-
14,Oct 2011,Azuria Water Sol...,UPS-Aptec,United States,Morocco,Industrial equipme...,Unspecified,New Overseas Suppli...,-,-
15,Oct 2011,VVF,VVF,India,Africa,Consumer products,Manufacturing,Considering Project (...,-,-
