ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Jun 2021,Postpay,Postpay,UAE,Middle East,Financial services,n/a,New Funding/Resour...,$10.00m,-
2,Jun 2021,Mercuryo,Mercuryo,United Kingdom,Latin America & C...,Financial services,n/a,New Funding/Resour...,$7.50m,-
3,Jun 2021,Ednation,Ednation,Kuwait,Bahrain,Software & IT services,n/a,New Funding/Resour...,$3.00m,-
4,Jun 2021,Eyewa,Eyewa,UAE,Middle East,Consumer products,n/a,New Funding/Resour...,$21.00m,-
5,Jun 2021,Canadian Solar I...,Canadian Solar I...,Canada,Middle East,Renewable energy,n/a,New Funding/Resour...,$59.73m,-
6,Jun 2021,Recast,Recast,United Kingdom,United States,Software & IT services,n/a,New Funding/Resour...,$8.20m,-
7,Jun 2021,MainOne,MDXi,Nigeria,Liberia,Communications,ICT & Internet Infra...,Considering Project (...,-,-
8,Jun 2021,Nagarro,Nagarro,Germany,Nigeria,Software & IT services,n/a,New Investment Stra...,-,-
9,Jun 2021,Altice NV,i24NEWS,Netherlands,Morocco,Communications,n/a,Considering Project (...,-,-
10,Jun 2021,Tweeq,Tweeq,Saudi Arabia,Middle East,Software & IT services,n/a,New Funding/Resour...,-,-
11,Jun 2021,Trella,Trella,Egypt,Pakistan,Software & IT services,n/a,New Funding/Resour...,$42.00m,-
12,Jun 2021,Transmit Security,Transmit Security,United States,Latin America & C...,Software & IT services,n/a,New Funding/Resour...,$543.00m,-
13,Jun 2021,Cogent Communi...,Cogent Communi...,United States,Nigeria,Communications,n/a,New Investment Stra...,-,-
14,Jun 2021,Wrkbay,Wrkbay,UAE,Malaysia,Real estate,n/a,New Investment Stra...,-,-
15,Jun 2021,iSchool,iSchool,Egypt,Middle East,Software & IT services,n/a,New Funding/Resour...,$0.16m,-
