ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Jun 2010,AmeraMex Intern...,AmeraMex Intern...,United States,Latin America & C...,Industrial equipment,n/a,New Investment S...,-,-
2,Jun 2010,AstraZeneca,AstraZeneca,United Kingdom,South Africa,Pharmaceuticals,n/a,New Investment Stra...,-,-
3,Jun 2010,Yingli Green Ener...,Yingli Green Ener...,China,Africa,Electronic compon...,n/a,New Investment Stra...,-,-
4,Jun 2010,Coca-Cola,Coca-Cola,United States,Africa,Food and Beverages,n/a,New Investment Stra...,-,$1.00bn
5,Jun 2010,Links Group,Links Group,UAE,Middle East,Business services,Business Services,New Investment Stra...,-,-
6,Jun 2010,Volvo,Volvo Buses,Sweden,Morocco,Automotive OEM,n/a,New Overseas Suppli...,-,-
7,Jun 2010,Russian Aluminiu...,Russian Aluminiu...,Russia,Asia-Pacific,Metals,n/a,New Personnel,-,-
8,Jun 2010,Worldwide TechS...,Worldwide TechS...,United States,Middle East,Software & IT services,n/a,New Personnel,-,-
9,Jun 2010,Hartford Steam B...,Solomon Associat...,United States,Middle East,Business services,Business Services,New Personnel,-,-
10,Jun 2010,Barrick Gold,African Barrick G...,Canada,Africa,Metals,Extraction,New Investment Stra...,-,-
11,Jun 2010,Fidelis Energy,Fidelis Energy,United States,Africa,Electronic compon...,n/a,New Overseas Suppli...,-,-
12,Jun 2010,Corthay,Corthay,France,South Africa,Textiles,Retail,Considering Project (...,-,-
13,Jun 2010,Nestle,Nestle,Switzerland,Latin America & C...,Food and Beverages,n/a,New Investment Stra...,-,$5.50bn
14,Jun 2010,Unilever,Unilever East and...,United Kingdom,Kenya,Consumer products,n/a,New Investment Stra...,-,$37.00m
15,Jun 2010,Drake & Scull Int...,Drake & Scull Int...,UAE,India,Business services,Business Services,Considering Project (...,-,-
