ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Jan 2022,Jumia,Jumia,Nigeria,Africa,Consumer products,n/a,New Investment Stra...,-,-
2,Jan 2022,Hunters,Hunters,Israel,North America,Software & IT services,n/a,New Funding/Resour...,$68.00m,-
3,Jan 2022,SoftNet,SoftNet,Slovenia,Indonesia,Communications,n/a,New Investment Stra...,-,-
4,Jan 2022,Apparel Group,6thStreet,UAE,Egypt,Textiles,n/a,New Investment Stra...,-,-
5,Jan 2022,OZE,OZE,Ghana,Africa,Software & IT services,n/a,New Funding/Resour...,$3.00m,-
6,Jan 2022,Floatpays,Floatpays,South Africa,Africa,Software & IT services,n/a,New Funding/Resour...,$4.00m,-
7,Jan 2022,Wamly,Wamly,South Africa,Africa,Communications,n/a,New Funding/Resour...,-,-
8,Jan 2022,Daikin Industries,Daikin Europe,Japan,Middle East,Industrial equipment,n/a,New Investment Stra...,-,$946.90m
9,Jan 2022,Bolt (Taxify),Bolt (Taxify),Estonia,Africa,Software & IT services,n/a,New Funding/Resour...,$712.56m,-
10,Jan 2022,6sense,6sense,United States,Australia,Software & IT services,n/a,New Funding/Resour...,-,-
11,Jan 2022,Routefusion,Routefusion,United States,Latin America & C...,Software & IT services,n/a,New Funding/Resour...,$10.50m,-
12,Jan 2022,UNL,UNL,Singapore,Asia-Pacific,Software & IT services,n/a,New Funding/Resour...,$4.50m,-
13,Jan 2022,Carry1st,Carry1st,South Africa,Africa,Software & IT services,n/a,New Funding/Resour...,$20.00m,-
14,Jan 2022,Jabu,Jabu,Namibia,South Africa,Consumer products,n/a,New Funding/Resour...,$3.20m,-
15,Jan 2022,ValueBlue,ValueBlue,Netherlands,United States,Software & IT services,n/a,New Funding/Resour...,$11.00m,-
