ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Jun 2019,MTN Group,MTN Group,South Africa,Nigeria,Communications,n/a,New Funding/Resour...,-,-
2,Jun 2019,Realeyes Data Se...,Realeyes Data Se...,United Kingdom,United States,Software & IT services,n/a,New Funding/Resour...,-,-
3,Jun 2019,Azuri Technologies,Azuri Technologies,United Kingdom,Africa,Renewable energy,n/a,New Funding/Resour...,-,-
4,Jun 2019,Monitane Holdings,Hela Clothing,United Kingdom,Africa,Textiles,n/a,New Funding/Resour...,-,-
5,May 2019,Crunchyroll,Crunchyroll,United States,Russia,Communications,n/a,New Funding/Resour...,-,-
6,May 2019,Finablr,Finablr,UAE,United States,Financial services,n/a,New Funding/Resour...,-,$200.00m
7,May 2019,Redstor,Redstor,United Kingdom,Kenya,Software & IT services,n/a,New Personnel,-,-
8,May 2019,Cannabis Biocare,Cannabis Biocare,Norway,Middle East,Pharmaceuticals,Manufacturing,Considering Project (...,-,-
9,May 2019,RavenQuest BioM...,RavenQuest BioM...,Canada,Middle East,Pharmaceuticals,Manufacturing,Considering Project (...,-,-
10,May 2019,Assa Abloy,Traka,Sweden,Africa,Electronic components,n/a,New Funding/Resour...,-,-
11,May 2019,Warwick Internati...,Warwick Internati...,France,Middle East,Hotels & tourism,n/a,New Investment Stra...,-,-
12,May 2019,Zipline,Zipline,United States,Latin America & C...,Transportation & War...,n/a,New Funding/Resour...,-,-
13,May 2019,CarePay Internati...,CarePay Internati...,Netherlands,Nigeria,Software & IT services,n/a,New Funding/Resour...,-,-
14,May 2019,Kenya Reinsuranc...,Kenya Reinsuranc...,Kenya,Asia-Pacific,Financial services,"Sales, Marketing & ...",New Investment Stra...,-,-
15,May 2019,AfricaSokoni,AfricaSokoni,United Kingdom,Africa,Consumer products,n/a,New Funding/Resour...,-,-
