ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Jul 2026,TPP Group,TPP Group,Egypt,Middle East,Software & IT services,n/a,New Funding/Resour...,-,-
2,Jul 2026,Raid AI,Raid AI,United States,Middle East,Software & IT services,n/a,New Funding/Resour...,-,-
3,Jul 2026,Melon Digital,Melon Digital,Saudi Arabia,Middle East,Software & IT services,n/a,New Funding/Resour...,-,-
4,Jul 2026,Kami,Kami,Turkey,Middle East,Software & IT services,n/a,New Funding/Resour...,-,-
5,Jul 2026,Ibea,Ibea,Saudi Arabia,Middle East,Software & IT services,n/a,New Funding/Resour...,-,-
6,Jul 2026,Emtethal,Emtethal,Saudi Arabia,Middle East,Software & IT services,n/a,New Funding/Resour...,-,-
7,Jul 2026,Carevision AI,Carevision AI,Saudi Arabia,Middle East,Software & IT services,n/a,New Funding/Resour...,-,-
8,Jul 2026,Inseego,Inseego,United States,Latin America & C...,Communications,n/a,New Investment Stra...,-,-
9,Jul 2026,Anthropic,Anthropic,United States,Africa,Software & IT services,n/a,New Investment Stra...,-,-
10,Jun 2026,Jindal Organisatio...,Jindal Saw Intern...,India,Algeria,Metals,Manufacturing,Considering Project (...,-,-
11,Jun 2026,Catchnex,Catchnex,Costa Rica,Middle East,Software & IT services,n/a,New Investment Stra...,-,-
12,Jun 2026,Dubai World,DP World,UAE,Egypt,Transportation & War...,"Logistics, Distributio...",Considering Project (...,-,-
13,Jun 2026,Kappa Pay,Kappa Pay,United States,Africa,Software & IT services,n/a,New Funding/Resour...,$20.00m,-
14,Jun 2026,Taktile,Taktile,United States,United States,Software & IT services,n/a,New Funding/Resour...,$110.00m,-
15,Jun 2026,Dangote Group,Dangote Group,Nigeria,Africa,"Coal, oil & gas",Manufacturing,Considering Project (...,-,-
