ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,May 2013,Sanlam Group,Sanlam Group,South Africa,Africa,Financial services,Unspecified,New Investment Stra...,-,-
2,Apr 2013,WPP,WPP,United Kingdom,Africa,Business services,Unspecified,New Investment Stra...,-,-
3,Apr 2013,United Bank of In...,United Bank of In...,India,Russia,Financial services,Business Services,Considering Project (...,-,-
4,Apr 2013,Intersec,Intersec,France,Africa,Software & IT serv...,"Sales, Marketing ...",Considering Project (...,-,-
5,Apr 2013,Delta Group of C...,Delta Printing Pre...,UAE,Africa,"Paper, printing & p...",Unspecified,New Investment Stra...,-,-
6,Apr 2013,Dallah Al-Baraka ...,Albaraka Banking...,Saudi Arabia,Africa,Financial services,Unspecified,New Investment Stra...,-,-
7,Apr 2013,Dubai Cable (Duc...,Dubai Cable (Duc...,UAE,Middle East,Electronic compon...,Manufacturing,Considering Project (...,-,$272.26m
8,Apr 2013,Elbit Systems,Elbit Systems,Israel,Africa,Space & defence,Unspecified,New Overseas Suppli...,-,-
9,Apr 2013,xMatters,xMatters,United States,Middle East,Software & IT serv...,Unspecified,New Investment Stra...,-,-
10,Apr 2013,BP (British Petrol...,BP (British Petrol...,United Kingdom,South Africa,"Coal, oil & gas",Unspecified,New Investment Stra...,-,$581.15m
11,Apr 2013,AFB,AFB,Ghana,Zimbabwe,Financial services,n/a,Considering Project (...,-,-
12,Apr 2013,AAR Holdings Lim...,AAR Holdings Lim...,Kenya,Africa,Healthcare,Business Services,Considering Projec...,-,$3.00m
13,Apr 2013,Linde,Afrox,Germany,Africa,Chemicals,n/a,New Investment Stra...,-,$84.44m
14,Apr 2013,LG Corp,LG Corp,South Korea,Asia-Pacific,Consumer electron...,Retail,Considering Project (...,-,-
15,Apr 2013,Groupe BPCE,Coface,France,Africa,Financial services,Unspecified,New Personnel,-,-
