ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Feb 2026,Flextock,Flextock,Egypt,Middle East,Software & IT services,n/a,New Funding/Resour...,$12.60m,-
2,Feb 2026,Argomm Group,Argomm Group,Italy,Tunisia,Rubber,Manufacturing,Considering Project (...,-,-
3,Feb 2026,Entire Digital (Co...,Entire Digital (Co...,Italy,Bahrain,Software & IT services,n/a,New Funding/Resour...,$7.00m,-
4,Feb 2026,Intuos,Intuos,Italy,United States,Software & IT services,n/a,New Funding/Resour...,$0.85m,-
5,Feb 2026,Identy.io,Identy.io,United States,Nigeria,Software & IT services,n/a,New Investment Stra...,-,-
6,Feb 2026,GitGuardian,GitGuardian,France,Denmark,Software & IT services,n/a,New Funding/Resour...,$50.00m,-
7,Feb 2026,Onix,Onix,United States,Middle East,Software & IT services,n/a,New Investment Stra...,-,-
8,Feb 2026,Tactful AI,Tactful AI,United Kingdom,Egypt,Software & IT services,n/a,New Funding/Resour...,$1.00m,-
9,Feb 2026,Kinderpedia,Kinderpedia,Romania,Middle East,Software & IT services,n/a,New Funding/Resour...,$4.13m,-
10,Feb 2026,Taizhou Chinv Sci...,Tiazhou Okla Aut...,Hong Kong,Nigeria,Non-automotive tran...,n/a,New Funding/Resour...,-,-
11,Feb 2026,Kazyon,Kazyon,Egypt,Morocco,Food and Beverages,Retail,New Funding/Resour...,$50.00m,-
12,Feb 2026,Sun King Global,Sun King Global,Kenya,Asia-Pacific,Renewable energy,n/a,New Funding/Resour...,$40.00m,-
13,Feb 2026,Minsk Tractor Wo...,Minsk Tractor Wo...,Belarus,Tanzania,Industrial equipment,Manufacturing,Considering Project (...,-,-
14,Feb 2026,Mubadala Invest...,Masdar,UAE,Zimbabwe,Renewable energy,n/a,New Investment Stra...,-,-
15,Feb 2026,Aya Data,Aya Data,United Kingdom,Africa,Software & IT services,n/a,New Funding/Resour...,$0.90m,-
