ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Dec 2010,Vestas,Vestas,Denmark,Cape Verde,Engines & turbines,Unspecified,New Overseas Suppli...,-,-
2,Dec 2010,Kansai Paint,Kansai Paint,Japan,Africa,Chemicals,Unspecified,New Investment Stra...,-,-
3,Dec 2010,DPH Holdings (De...,DPH Holdings (De...,United States,Morocco,Automotive compo...,Manufacturing,Considering Project (...,-,-
4,Dec 2010,Chevron,Chevron,United States,Latin America & C...,"Coal, oil & gas",Unspecified,New Investment Stra...,-,$26.00bn
5,Dec 2010,Silver Peak,Silver Peak,United States,Middle East,Communications,Unspecified,New Personnel,-,-
6,Dec 2010,Technip,Technip,France,Algeria,"Coal, oil & gas",Unspecified,New Overseas Suppli...,-,-
7,Dec 2010,Garner Industries,BinMaster,United States,Asia-Pacific,Industrial equipme...,n/a,New Personnel,-,-
8,Dec 2010,RWE,RWE,Germany,Africa,"Coal, oil & gas",Unspecified,New Investment Stra...,-,-
9,Dec 2010,Vedanta Resources,Vedanta Resources,United Kingdom,Asia-Pacific,"Coal, oil & gas",Unspecified,New Funding/Reso...,-,-
10,Dec 2010,Lafarge,Lafarge,France,Africa,Building materials,Unspecified,New Investment Stra...,-,-
11,Dec 2010,Hummingbird Res...,Hummingbird Res...,United Kingdom,Africa,Metals,Unspecified,New Investment Stra...,-,-
12,Dec 2010,Engen,Engen,South Africa,Africa,"Coal, oil & gas",Unspecified,New Investment Stra...,-,-
13,Dec 2010,China National G...,China National G...,China,Mongolia,Metals,Unspecified,New Investment Stra...,-,-
14,Dec 2010,Altium,Altium,Australia,Middle East,Software & IT serv...,Unspecified,New Personnel,-,-
15,Dec 2010,Sojitz,Sojitz,Japan,Latin America & C...,Food and Beverages,Unspecified,New Investment Stra...,-,-
