ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Nov 2010,Electrotherm,Electrotherm,India,Rwanda,Automotive OEM,Unspecified,Considering Project (...,-,-
2,Nov 2010,Zydus Lifescience...,Zydus Lifescience...,India,Rwanda,Pharmaceuticals,Unspecified,New Investment Stra...,-,-
3,Nov 2010,Tata Group,Tata Group,India,Rwanda,Software & IT serv...,Unspecified,New Investment Stra...,-,-
4,Nov 2010,Essar Group,Essar Group,India,Rwanda,Renewable energy,Unspecified,New Investment Stra...,-,-
5,Nov 2010,Oil & Natural Gas...,Oil & Natural Gas...,India,Angola,"Coal, oil & gas",Unspecified,New Investment Stra...,-,-
6,Oct 2010,China Nonferrous...,China Nonferrous...,China,Zambia,Metals,Unspecified,New Investment Stra...,-,-
7,Oct 2010,Noventiq (Softlin...,Noventiq (Softlin...,Russia,Latin America & C...,Software & IT serv...,n/a,New Investment Stra...,-,-
8,Oct 2010,Hikma Pharmace...,Hikma Pharmace...,United Kingdom,Middle East,Pharmaceuticals,Unspecified,New Investment Stra...,-,-
9,Oct 2010,TrustDefender,TrustDefender,Australia,Middle East,Software & IT serv...,Unspecified,New Personnel,-,-
10,Oct 2010,Vale (Companhia ...,Vale (Companhia ...,Brazil,Africa,"Coal, oil & gas",Unspecified,New Investment Stra...,-,$17.50bn
11,Oct 2010,Dytras,Dytras,Spain,Latin America & C...,Chemicals,n/a,New Investment Stra...,-,-
12,Oct 2010,Gravita Group,Gravita India,India,Honduras,Metals,Unspecified,New Funding/Resour...,-,-
13,Oct 2010,Xiamen XGMA Ma...,Xiamen XGMA Ma...,China,Latin America & C...,Industrial equipme...,Manufacturing,Considering Project (...,-,-
14,Oct 2010,Autogen Manufac...,Autogen Manufac...,United Kingdom,Qatar,Industrial equipme...,n/a,New Overseas Suppli...,-,-
15,Oct 2010,T&C Industries Ltd,Trouvay & Cauvin,United Kingdom,Asia-Pacific,Industrial equipme...,Unspecified,New Investment S...,-,-
