ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Oct 2021,Xunison,Xunison,Ireland,Middle East,Software & IT services,n/a,New Funding/Resour...,$2.81m,-
2,Oct 2021,Africa Blockchain ...,Africa Blockchain ...,Kenya,Nigeria,Software & IT services,n/a,New Funding/Resour...,-,-
3,Oct 2021,Cogniac,Cogniac,United States,Asia-Pacific,Software & IT services,n/a,New Funding/Resour...,$20.00m,-
4,Oct 2021,M2P Solutions (Y...,M2P Solutions (Y...,India,Vietnam,Software & IT services,n/a,New Funding/Resour...,$35.00m,-
5,Oct 2021,Stitch,Stitch,South Africa,Nigeria,Software & IT services,n/a,New Funding/Resour...,$2.00m,-
6,Oct 2021,RecoMed,RecoMed,South Africa,Kenya,Healthcare,n/a,New Funding/Resour...,$1.50m,-
7,Oct 2021,RPA Supervisor,RPA Supervisor,Norway,United States,Software & IT services,n/a,New Funding/Resour...,-,-
8,Oct 2021,Pure Harvest,Pure Harvest,UAE,Asia-Pacific,Food and Beverages,n/a,New Funding/Resour...,$64.50m,-
9,Oct 2021,BackBox,BackBox,Israel,United States,Software & IT services,n/a,New Funding/Resour...,$32.00m,-
10,Oct 2021,Autochek Nigeria,Autochek Nigeria,Nigeria,Africa,Software & IT services,n/a,New Funding/Resour...,$13.10m,-
11,Oct 2021,Orange (France T...,Orange (France T...,France,Egypt,Communications,n/a,New Investment Stra...,-,-
12,Oct 2021,Unispace,Unispace,Australia,Latin America & C...,Business services,n/a,New Personnel,-,-
13,Oct 2021,Clear (ClearTax),Clear (ClearTax),India,Middle East,Financial services,n/a,New Funding/Resour...,$75.00m,-
14,Oct 2021,Koo,Koo,India,Malaysia,Software & IT services,n/a,Considering Projec...,$30.00m,-
15,Oct 2021,Brass (Brass Busi...,Brass (Brass Busi...,Nigeria,Kenya,Software & IT services,n/a,New Funding/Resour...,$1.70m,-
