ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Dec 2014,Adelphic,Adelphic,United States,Asia-Pacific,Software & IT serv...,n/a,New Funding/Resour...,-,-
2,Dec 2014,Sunzen Biotech,Sunzen Biotech,Malaysia,Asia-Pacific,Chemicals,n/a,New Investment Stra...,-,-
3,Dec 2014,Air Works,Empire Aviation (...,India,Africa,Aerospace,n/a,Considering Project (...,-,-
4,Dec 2014,Springleap,Springleap,South Africa,Africa,Software & IT serv...,n/a,New Funding/Resour...,-,$0.40m
5,Dec 2014,BP (British Petrol...,BP Egypt,United Kingdom,Egypt,"Coal, oil & gas",n/a,New Investment Stra...,-,$12.00bn
6,Dec 2014,Musafir.com,Musafir.com,UAE,Morocco,Hotels & tourism,n/a,New Investment Stra...,-,-
7,Dec 2014,RezNext,RezNext,India,Asia-Pacific,Software & IT serv...,n/a,New Funding/Resour...,-,-
8,Dec 2014,Oniverse (Calzed...,Oniverse (Calzed...,Italy,Ethiopia,Textiles,Manufacturing,Considering Project (...,-,-
9,Dec 2014,Techno Brain,Techno Brain,Tanzania,Africa,Software & IT serv...,n/a,New Investment Stra...,-,-
10,Nov 2014,Jumia,Jumia,Nigeria,Africa,Consumer products,n/a,New Funding/Resour...,-,$150.00m
11,Nov 2014,OM Residual UK (...,Nedbank Group,United Kingdom,Africa,Financial services,n/a,New Investment Stra...,-,-
12,Nov 2014,JPMorgan Chase ...,JPMorgan Chase ...,United States,Africa,Financial services,Business Services,Considering Project (...,-,-
13,Nov 2014,Nactis Flavours,Nactis Flavours,France,Asia-Pacific,Food and Beverages,n/a,New Funding/Resour...,-,$12.46m
14,Nov 2014,HomeChoice,HomeChoice,South Africa,Africa,Consumer products,n/a,New Investment Stra...,-,-
15,Nov 2014,OK Zimbabwe,OK Zimbabwe,Zimbabwe,Africa,Food and Beverages,n/a,New Investment Stra...,-,-
