ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,May 2026,Metro Africa Xpre...,Metro Africa Xpre...,Nigeria,Africa,Software & IT services,n/a,New Funding/Resour...,$8.00m,-
2,May 2026,Carbonsate,Carbonsate,Germany,South Africa,Renewable energy,n/a,New Funding/Resour...,-,-
3,May 2026,INM Deutschland,INM Deutschland,Germany,South Africa,Renewable energy,n/a,New Funding/Resour...,-,-
4,May 2026,Coolar,Coolar,Germany,South Africa,Industrial equipment,n/a,New Funding/Resour...,-,-
5,May 2026,DRONEX 360,DRONEX 360,Germany,South Africa,Software & IT services,n/a,New Funding/Resour...,-,-
6,May 2026,GreenTrax,GreenTrax,Germany,South Africa,Software & IT services,n/a,New Funding/Resour...,-,-
7,May 2026,ContainerGrid,ContainerGrid,Germany,South Africa,Software & IT services,n/a,New Funding/Resour...,-,-
8,May 2026,AfricroozE,AfricroozE,Germany,South Africa,Non-automotive tran...,n/a,New Funding/Resour...,-,-
9,May 2026,Venios,Venios,Germany,South Africa,Software & IT services,n/a,New Funding/Resour...,-,-
10,May 2026,JuiceMe,JuiceMe,United States,Africa,Software & IT services,n/a,New Investment Stra...,-,-
11,May 2026,ExlService,ExlService,United States,Asia-Pacific,Business services,n/a,New Investment Stra...,-,-
12,May 2026,Nebius (Yandex N...,Yango,Netherlands,Namibia,Software & IT services,n/a,New Investment Stra...,-,$150.00m
13,May 2026,VunaPay,VunaPay,Kenya,Africa,Software & IT services,n/a,New Funding/Resour...,-,-
14,May 2026,Vambo AI,Vambo AI,South Africa,Africa,Software & IT services,n/a,New Funding/Resour...,-,-
15,May 2026,Termii,Termii,Nigeria,Africa,Software & IT services,n/a,New Funding/Resour...,-,-
