ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Mar 2011,FirstRand,FirstRand,South Africa,Nigeria,Financial services,Business Services,Considering Project (...,-,-
2,Mar 2011,China National G...,China National G...,China,Latin America & C...,Minerals,Extraction,New Investment Stra...,-,-
3,Mar 2011,IAMGold,IAMGold,Canada,Latin America & C...,Minerals,Extraction,New Investment Stra...,-,-
4,Mar 2011,Infrastructure De...,Intelspec Interna...,United States,Africa,Business services,Business Services,Considering Project (...,-,-
5,Mar 2011,Spanco,Spanco,India,Asia-Pacific,Business services,Unspecified,Considering Project (...,-,-
6,Mar 2011,MindMill,MindMill,United Kingdom,Asia-Pacific,Software & IT serv...,Unspecified,New Investment Stra...,-,-
7,Mar 2011,Axis Bank,Axis Bank,India,Asia-Pacific,Financial services,Unspecified,New Investment Stra...,-,-
8,Mar 2011,General Motors (...,General Motors (...,United States,Africa,Automotive OEM,Unspecified,New Personnel,-,-
9,Feb 2011,Barminco,Barminco,Australia,Africa,Business services,n/a,New Funding/Resour...,-,-
10,Feb 2011,Dana Incorporate...,Dana Incorporate...,United States,Latin America & C...,Automotive compo...,n/a,New Investment Stra...,-,-
11,Feb 2011,Sime Darby,Sime Darby,Malaysia,Cameroon,Food and Beverages,Manufacturing,Considering Project (...,-,$2.50bn
12,Feb 2011,Datang Telecom ...,Datang Telecom ...,China,Asia-Pacific,Business services,ICT & Internet Inf...,Considering Projec...,-,-
13,Feb 2011,Hibernia College,Hibernia College,Ireland,Latin America & C...,Business services,Unspecified,New Investment Stra...,-,-
14,Feb 2011,China Communic...,China Communic...,China,Sudan,Real estate,Unspecified,New Overseas Suppli...,-,-
15,Feb 2011,Baker Tilly,Baker Tilly,United Kingdom,Africa,Business services,Unspecified,New Investment Stra...,-,-
