ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Sep 2011,Glencore (Glenco...,Glencore (Glenco...,Switzerland,Libya,"Coal, oil & gas",n/a,New Overseas Suppli...,-,-
2,Sep 2011,World Freight,Air Logistics Group,United Kingdom,Asia-Pacific,Transportation & ...,"Sales, Marketing ...",Considering Project (...,-,-
3,Sep 2011,SAFE-door Intern...,SAFE-door Intern...,United Kingdom,Middle East,Metals,Unspecified,New Funding/Resour...,-,-
4,Aug 2011,Solarhybrid,Solarhybrid,Germany,India,Renewable energy,n/a,New Investment Stra...,-,-
5,Aug 2011,Telkom,Telkom,South Africa,Africa,Communications,n/a,New Investment Stra...,-,-
6,Aug 2011,Cipla Medpro,Cipla Medpro,South Africa,Kenya,Pharmaceuticals,Unspecified,New Investment Stra...,-,-
7,Aug 2011,Hutni Projekt Fry...,Hutni Projekt Fry...,Czech Republic,Poland,Business services,Unspecified,New Overseas Suppli...,-,-
8,Aug 2011,Vitrue,Vitrue,United States,Middle East,Software & IT serv...,"Sales, Marketing ...",Considering Projec...,-,-
9,Aug 2011,Coricraft,Coricraft,South Africa,Namibia,Consumer products,Retail,Considering Project (...,-,-
10,Aug 2011,Nakumatt Holdings,Nakumatt Holdings,Kenya,Africa,Food and Beverages,n/a,New Investment Stra...,-,-
11,Aug 2011,Shoprite,Shoprite,South Africa,Africa,Food and Beverages,Retail,Considering Project (...,-,-
12,Aug 2011,L'Oreal,L'Oreal,France,Middle East,Consumer products,Unspecified,New Personnel,-,-
13,Aug 2011,Polaris Industries,Polaris Industries,United States,Latin America & C...,Automotive OEM,n/a,New Investment S...,-,-
14,Aug 2011,Petrofac,Petrofac,United Kingdom,Asia-Pacific,Business services,n/a,New Investment Stra...,-,-
15,Aug 2011,Chery Automobile,Chery Automobile,China,Africa,Automotive compo...,Manufacturing,Considering Project (...,-,-
