ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Nov 2022,Gojo & Company,Gojo & Company,Japan,Asia-Pacific,Financial services,n/a,New Funding/Resour...,$47.60m,-
2,Nov 2022,Leta,Leta,Kenya,Africa,Software & IT services,n/a,New Funding/Resour...,$3.00m,-
3,Nov 2022,Immersive Game...,Immersive Game...,United Kingdom,North America,Leisure & entertainm...,n/a,New Funding/Resour...,$20.00m,-
4,Nov 2022,Netsoftmate,Netsoftmate,India,Kuwait,Software & IT services,Business Services,Considering Project (...,-,-
5,Nov 2022,Silkhaus,Silkhaus,UAE,Asia-Pacific,Software & IT services,n/a,New Funding/Resour...,$7.75m,-
6,Nov 2022,InterPrice Techno...,InterPrice Techno...,United States,United States,Software & IT services,n/a,New Funding/Resour...,$7.30m,-
7,Nov 2022,Snapplify,Snapplify,South Africa,Nigeria,Software & IT services,Research & Devel...,Considering Projec...,-,-
8,Nov 2022,Marriott Internati...,Marriott Internati...,United States,Africa,Hotels & tourism,Construction,Considering Project (...,-,-
9,Nov 2022,Wib,Wib,Israel,United Kingdom,Software & IT services,n/a,New Funding/Resour...,$16.00m,-
10,Nov 2022,Pyypl,Pyypl,UAE,Middle East,Software & IT services,n/a,New Funding/Resour...,$20.00m,-
11,Nov 2022,Invygo,Invygo,UAE,Pakistan,Automotive OEM,n/a,New Funding/Resour...,$10.00m,-
12,Nov 2022,Money Fellows,Money Fellows,Egypt,Asia-Pacific,Software & IT services,n/a,New Funding/Resour...,$31.00m,-
13,Nov 2022,Classera,Classera,United States,Asia-Pacific,Software & IT services,n/a,New Funding/Resour...,$40.00m,-
14,Nov 2022,ORIX Corporation,Houlihan Lokey,Japan,Middle East,Financial services,n/a,New Personnel,-,-
15,Nov 2022,Almarai,Beyti,Saudi Arabia,United States,Food and Beverages,n/a,New Investment Stra...,-,-
