ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,May 2023,Magrabi Retail,Magrabi Retail,Egypt,Qatar,Consumer products,Retail,Considering Project (...,-,-
2,May 2023,Jia,Jia,United States,Kenya,Financial services,n/a,New Funding/Resour...,$4.30m,-
3,May 2023,Djamo,Djamo,Côte d Ivoire,Benin,Software & IT services,n/a,New Investment Stra...,-,-
4,May 2023,China Baowu Ste...,China Baowu Ste...,China,Australia,Metals,Manufacturing,Considering Project (...,-,-
5,May 2023,Tenece,Tenece,Nigeria,Africa,Software & IT services,n/a,New Investment Stra...,-,-
6,May 2023,Port443,Port443,South Africa,Middle East,Software & IT services,n/a,New Funding/Resour...,-,-
7,May 2023,Figorr (Gricd),Figorr (Gricd),Nigeria,Africa,Software & IT services,n/a,New Funding/Resour...,$1.50m,-
8,May 2023,Fitted,Fitted,Nigeria,Asia-Pacific,Software & IT services,n/a,New Investment Stra...,-,-
9,May 2023,M-KOPA,M-KOPA,Kenya,Africa,Financial services,n/a,New Funding/Resour...,$250.00m,-
10,May 2023,Novidea,Novidea,Israel,Asia-Pacific,Software & IT services,n/a,New Funding/Resour...,$50.00m,-
11,May 2023,BDSwiss Group,BDSwiss Group,Cyprus,Bahrain,Financial services,n/a,New Investment Stra...,-,-
12,May 2023,Dulsco Group,Parisima Talent,UAE,India,Business services,n/a,New Investment Stra...,-,-
13,May 2023,Bridgepoint Group,TTT Moneycorp,United Kingdom,Bahrain,Financial services,n/a,New Investment Stra...,-,-
14,May 2023,Drest.tn,Drest.tn,Tunisia,Africa,Consumer products,n/a,New Funding/Resour...,$0.34m,-
15,May 2023,Explico,Explico,Singapore,Vietnam,Software & IT services,n/a,New Funding/Resour...,$1.40m,-
