ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Jul 2024,Firmus Technolog...,Sustainable Metal...,Australia,North America,Communications,n/a,New Investment Stra...,-,-
2,Jul 2024,Principle,Principle,United Kingdom,United States,Business services,n/a,New Funding/Resour...,$25.68m,-
3,Jul 2024,Jakson Group,Jakson Green,India,Kyrgyzstan,Renewable energy,n/a,New Funding/Resour...,$353.00m,-
4,Jul 2024,Startbutton,Startbutton,Nigeria,Egypt,Software & IT services,n/a,New Investment Stra...,-,-
5,Jul 2024,Wyndham Hotels ...,Wyndham Hotels ...,United States,Bahrain,Hotels & tourism,n/a,New Investment Stra...,-,-
6,Jul 2024,Push30,Push30,Azerbaijan,Kazakhstan,Software & IT services,n/a,New Funding/Resour...,$3.50m,-
7,Jul 2024,Uncover Skincare,Uncover Skincare,Kenya,United States,Consumer products,n/a,New Funding/Resour...,$1.40m,-
8,Jul 2024,Dassel Aviation,Dassel Aviation,India,Latin America & C...,Transportation & War...,"Sales, Marketing & ...",Considering Project (...,-,-
9,Jul 2024,TurnStay,TurnStay,South Africa,Africa,Software & IT services,n/a,New Funding/Resour...,$0.30m,-
10,Jul 2024,Burn Stoves,Burn Stoves,Kenya,Nigeria,Consumer electronics,n/a,New Investment Stra...,-,-
11,Jul 2024,Generix,Generix,France,Latin America & C...,Software & IT services,n/a,New Investment Stra...,-,-
12,Jul 2024,JSL Logistics (JSL),JSL Logistics (JSL),Brazil,Africa,Transportation & War...,n/a,New Investment Stra...,-,-
13,Jul 2024,OSY Group,OSY Group,United Kingdom,Hong Kong,Business services,n/a,New Funding/Resour...,-,-
14,Jul 2024,IBISA Network,IBISA Network,Luxembourg,Asia-Pacific,Financial services,n/a,New Funding/Resour...,$3.00m,-
15,Jul 2024,Econet Global,Africa Data Centr...,Mauritius,Egypt,Communications,ICT & Internet Infra...,New Investment Stra...,$500.00m,-
