ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Sep 2021,New Street Techn...,New Street Techn...,India,Latin America & C...,Software & IT services,n/a,New Funding/Resour...,$4.00m,-
2,Sep 2021,ConCreative Cons...,ConCreative Cons...,Egypt,Africa,Business services,n/a,New Investment Stra...,-,-
3,Sep 2021,Mirakl,Mirakl,France,Latin America & C...,Software & IT services,n/a,New Funding/Resour...,$555.00m,-
4,Sep 2021,Sotech,Sotech,Egypt,Saudi Arabia,Software & IT services,n/a,New Funding/Resour...,$1.00m,-
5,Sep 2021,ConDigital,ConDigital,Ethiopia,Africa,Software & IT services,n/a,New Funding/Resour...,-,-
6,Sep 2021,Enhance Fitness,Enhance Fitness,UAE,Middle East,Software & IT services,n/a,New Funding/Resour...,$3.00m,-
7,Sep 2021,54gene,54gene,United States,Africa,Biotechnology,n/a,New Funding/Resour...,$25.00m,-
8,Sep 2021,Fin (Finclusion Gr...,Fin (Finclusion Gr...,Mauritius,South Africa,Software & IT services,n/a,New Funding/Resour...,$20.00m,-
9,Sep 2021,Apna,Apna,India,United States,Software & IT services,n/a,New Funding/Reso...,$100.00m,-
10,Sep 2021,Unifonic,Unifonic,Saudi Arabia,Asia-Pacific,Software & IT services,n/a,New Funding/Resour...,$125.00m,-
11,Sep 2021,PepTalk,PepTalk,Ireland,United Kingdom,Software & IT services,n/a,New Investment Stra...,-,-
12,Sep 2021,Capiter,Capiter,Egypt,Middle East,Software & IT services,n/a,New Funding/Resour...,$33.00m,-
13,Sep 2021,Entoprotech,Entoprotech,Israel,Middle East,Biotechnology,n/a,New Funding/Resour...,$2.00m,-
14,Sep 2021,DAM Health (DA...,DAM Health (DA...,United Kingdom,India,Healthcare,n/a,New Investment Stra...,-,-
15,Sep 2021,Solarise Africa,Solarise Africa,Kenya,Africa,Financial services,n/a,New Funding/Resour...,$5.90m,-
