ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Aug 2021,Rebel Foods,Rebel Foods,India,Bahrain,Food and Beverages,n/a,New Investment Stra...,-,-
2,Aug 2021,Horizon Software,Horizon Software,France,Middle East,Software & IT services,n/a,Considering Project (...,-,-
3,Aug 2021,MVX,MVX,Nigeria,Africa,Software & IT services,n/a,New Funding/Resour...,$1.30m,-
4,Aug 2021,Mustika Ratu,Mustika Ratu,Indonesia,India,Consumer products,n/a,New Investment Stra...,-,-
5,Aug 2021,Zeelo,Zeelo,United Kingdom,United States,Software & IT serv...,n/a,New Funding/Resour...,$12.00m,-
6,Aug 2021,Bolt (Taxify),Bolt (Taxify),Estonia,Lithuania,Software & IT services,n/a,New Funding/Resour...,$710.77m,-
7,Aug 2021,RenewBuy,RenewBuy,India,Asia-Pacific,Financial services,n/a,New Funding/Resour...,$10.00m,-
8,Aug 2021,Talview,Talview,United States,United States,Software & IT services,n/a,New Funding/Resour...,$15.00m,-
9,Jul 2021,Sido Muncul,Muncul Nigeria,Indonesia,Africa,Food and Beverages,n/a,Considering Project (...,-,-
10,Jul 2021,Omega Seiki Mob...,Omega Seiki Mob...,India,Africa,Automotive OEM,Manufacturing,Considering Project (...,-,$450.00m
11,Jul 2021,Dastgyr,Dastgyr,Pakistan,Egypt,Software & IT services,n/a,New Funding/Resour...,$3.50m,-
12,Jul 2021,Chaka,Chaka,Nigeria,Africa,Software & IT services,n/a,New Funding/Resour...,$1.50m,-
13,Jul 2021,Julaya,Julaya,Côte d Ivoire,Senegal,Software & IT services,n/a,New Funding/Resour...,$2.00m,-
14,Jul 2021,AudioSalad,AudioSalad,United States,Middle East,Software & IT services,n/a,New Personnel,-,-
15,Jul 2021,Zurich Capital Fu...,Zurich Capital Fu...,United Kingdom,Asia-Pacific,Financial services,n/a,New Funding/Resour...,$20.00m,-
