ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Apr 2017,China Fortune La...,China Fortune La...,China,Asia-Pacific,Real estate,n/a,New Investment Stra...,-,-
2,Apr 2017,France Medias Mo...,France Medias Mo...,France,Kenya,Communications,n/a,New Investment Stra...,-,-
3,Apr 2017,Forbes Travel Gui...,Forbes Travel Gui...,United States,Africa,Hotels & tourism,"Sales, Marketing ...",Considering Project (...,-,-
4,Apr 2017,Hilton Hotels (Hilt...,Hilton Hotels (Hilt...,United States,Africa,Hotels & tourism,Construction,Considering Project (...,-,-
5,Apr 2017,S.C. Johnson & S...,S.C. Johnson & S...,United States,Egypt,Consumer products,"Logistics, Distribu...",Considering Project (...,-,-
6,Apr 2017,Lucid (Federated ...,Lucid (Federated ...,United States,Middle East,Business services,n/a,New Funding/Resour...,-,$60.00m
7,Apr 2017,DCS Plus,DCS Plus,Romania,Asia-Pacific,Software & IT serv...,n/a,New Funding/Resour...,-,-
8,Apr 2017,International Busi...,International Busi...,Hong Kong,Asia-Pacific,Financial services,n/a,New Investment Stra...,-,-
9,Mar 2017,Anghami,Anghami,Lebanon,Middle East,Software & IT serv...,n/a,New Funding/Resour...,-,-
10,Mar 2017,VBrick Systems,VBrick Systems,United States,Middle East,Software & IT serv...,Unspecified,New Investment S...,-,-
11,Mar 2017,Mubadala Invest...,Strata,UAE,Africa,Aerospace,Manufacturing,Considering Project (...,-,-
12,Mar 2017,Careem,Careem,UAE,Egypt,Software & IT serv...,n/a,New Personnel,-,-
13,Mar 2017,ClaimVantage,ClaimVantage,Ireland,Asia-Pacific,Software & IT serv...,Unspecified,New Funding/Resour...,-,-
14,Mar 2017,Electrum,Electrum,South Africa,Africa,Software & IT serv...,n/a,New Investment Stra...,-,-
15,Mar 2017,EOH,EOH,South Africa,Middle East,Business services,n/a,New Investment Stra...,-,-
