ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Apr 2011,Standard Bank G...,Standard Bank G...,South Africa,Africa,Financial services,Unspecified,New Investment Stra...,-,-
2,Apr 2011,Frankfinn Group ...,Frankfinn Aviatio...,India,Asia-Pacific,Aerospace,Education & Traini...,Considering Project (...,-,-
3,Apr 2011,IRIS Corporation,IRIS Corporation,Malaysia,Tanzania,Space & defence,Maintenance & Se...,New Overseas Suppli...,-,-
4,Apr 2011,Jain Irrigation Sy...,Jain Irrigation Sy...,India,Africa,Industrial equipme...,Manufacturing,Considering Project (...,-,-
5,Apr 2011,Aptech,Aptech,India,Latin America & C...,Business services,Unspecified,New Investment Stra...,-,-
6,Apr 2011,Gap,Gap,United States,Latin America & C...,Textiles,n/a,New Investment Stra...,-,-
7,Apr 2011,JSM Wireless,JSM Wireless,United Kingdom,Zimbabwe,Software & IT serv...,Unspecified,New Investment Stra...,-,-
8,Apr 2011,NEC,NEC Unified Solut...,Japan,Middle East,Communications,Unspecified,New Personnel,-,-
9,Apr 2011,Ecobank Transnat...,Ecobank Transnat...,Togo,Africa,Financial services,Business Services,Considering Project (...,-,-
10,Apr 2011,Intra Energy (Ato...,Intra Energy (Ato...,Australia,Asia-Pacific,"Coal, oil & gas",Extraction,New Investment Stra...,-,-
11,Apr 2011,Dangote Group,Dangote Group,Nigeria,Africa,Building materials,n/a,New Investment Stra...,-,$3.90bn
12,Apr 2011,Sanlam Group,Santam,South Africa,India,Financial services,Unspecified,New Investment Stra...,-,-
13,Apr 2011,WPP,Ogilvy & Mather,Ireland,Africa,Business services,Business Services,Considering Project (...,-,-
14,Apr 2011,Haitong Bank (Ba...,Haitong Bank (Ba...,Portugal,Africa,Financial services,Unspecified,Considering Project (...,-,-
15,Apr 2011,Sonae,Sonae Sierra,Portugal,Morocco,Business services,Business Services,New Overseas Suppli...,-,-
