ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Dec 2023,Sehat Kahani,Sehat Kahani,Pakistan,Middle East,Software & IT services,n/a,New Funding/Resour...,$2.70m,-
2,Dec 2023,iSchool,iSchool,Egypt,Middle East,Software & IT services,n/a,New Funding/Resour...,$4.50m,-
3,Dec 2023,Maka,Maka,Nigeria,Ghana,Software & IT services,n/a,New Funding/Resour...,$2.65m,-
4,Dec 2023,Ride Colibri,Ride Colibri,Romania,Latin America & C...,Non-automotive tran...,n/a,New Funding/Resour...,$0.22m,-
5,Dec 2023,Fundbot,Fundbot,France,Bahrain,Software & IT services,n/a,New Funding/Resour...,$1.50m,-
6,Dec 2023,Tappi,Tappi,Kenya,Africa,Software & IT services,n/a,New Funding/Resour...,$1.50m,-
7,Dec 2023,Africa Healthcare ...,Africa Healthcare ...,Tanzania,Africa,Healthcare,n/a,New Funding/Resour...,$20.00m,-
8,Dec 2023,ArmorCode,ArmorCode,United States,Middle East,Software & IT services,n/a,New Funding/Resour...,$40.00m,-
9,Dec 2023,Li Auto,Li Auto,China,Saudi Arabia,Automotive compo...,n/a,New Investment Stra...,-,-
10,Dec 2023,Cynoia,Cynoia,France,Côte d Ivoire,Software & IT services,n/a,New Funding/Resour...,$0.93m,-
11,Dec 2023,Binance,Binance,Hong Kong,United Kingdom,Financial services,n/a,New Investment Stra...,-,-
12,Dec 2023,Zario,Zario,Switzerland,South Africa,Software & IT services,n/a,New Funding/Resour...,-,-
13,Dec 2023,MOMM Diagnostics,MOMM Diagnostics,Switzerland,South Africa,Biotechnology,n/a,New Funding/Resour...,-,-
14,Dec 2023,AllesHealth,AllesHealth,Switzerland,South Africa,Software & IT services,n/a,New Funding/Resour...,-,-
15,Dec 2023,Neosens,Neosens,Switzerland,South Africa,Medical devices,n/a,New Funding/Resour...,-,-
